true,pred,confidence,correct
11,11,0.9410995244979858,True
5,5,0.9985107779502869,True
11,4,0.4045499861240387,False
13,13,0.9992209672927856,True
11,11,0.9965739250183105,True
3,3,0.9922178983688354,True
0,0,0.8932952880859375,True
8,8,0.9982414245605469,True
11,6,0.8883029222488403,False
13,13,0.9996114373207092,True
10,10,0.9851657748222351,True
0,0,0.8394559025764465,True
10,10,0.9939716458320618,True
3,3,0.9898428320884705,True
8,8,0.9768632650375366,True
9,9,0.8857442140579224,True
12,12,0.9496098160743713,True
9,9,0.9945705533027649,True
2,2,0.9517823457717896,True
1,1,0.9997178912162781,True
5,5,0.8976597785949707,True
7,7,0.9758485555648804,True
6,6,0.7304385304450989,True
1,5,0.9473000168800354,False
10,10,0.9978733062744141,True
1,1,0.9999697208404541,True
9,9,0.9642760753631592,True
1,1,0.9999628067016602,True
10,10,0.870574414730072,True
10,10,0.9891696572303772,True
9,9,0.9890825748443604,True
0,0,0.9858348965644836,True
3,3,0.9981527924537659,True
12,12,0.9921156764030457,True
9,9,0.9883249998092651,True
3,3,0.9999157190322876,True
8,8,0.9995119571685791,True
13,13,0.6128489971160889,True
8,8,0.9989373087882996,True
2,2,0.9975807666778564,True
12,12,0.9870938658714294,True
10,10,0.996351957321167,True
13,13,0.9996117949485779,True
8,8,0.9982646107673645,True
9,7,0.46182817220687866,False
1,1,0.9999076128005981,True
9,9,0.9975293278694153,True
0,0,0.9079210758209229,True
10,10,0.42471832036972046,True
9,9,0.9887493848800659,True
5,5,0.9984728693962097,True
13,6,0.7140845060348511,False
3,3,0.997557520866394,True
3,5,0.8841344118118286,False
10,10,0.9989797472953796,True
3,3,0.9957724213600159,True
13,13,0.9997367262840271,True
11,11,0.9363251328468323,True
3,3,0.7338046431541443,True
0,0,0.8873019814491272,True
13,13,0.998543381690979,True
6,6,0.8286852240562439,True
13,13,0.9995678067207336,True
0,4,0.815759539604187,False
7,7,0.7729576826095581,True
12,12,0.994213879108429,True
4,6,0.7311354279518127,False
1,1,0.9993302822113037,True
6,13,0.9230409264564514,False
9,7,0.9696221947669983,False
13,13,0.9991391897201538,True
13,13,0.9994377493858337,True
11,11,0.9545819163322449,True
11,11,0.9967472553253174,True
13,13,0.9994677901268005,True
11,6,0.3676227331161499,False
10,10,0.944943904876709,True
2,2,0.9997636675834656,True
4,6,0.3486233353614807,False
5,5,0.9727714657783508,True
10,10,0.9974583983421326,True
10,7,0.6880077123641968,False
8,8,0.9951815009117126,True
12,12,0.9932821989059448,True
6,6,0.9676387310028076,True
2,7,0.414979487657547,False
5,5,0.9997301697731018,True
6,10,0.8919938206672668,False
7,7,0.8816587924957275,True
2,2,0.9996439218521118,True
6,7,0.9730539917945862,False
6,4,0.4467088580131531,False
12,12,0.9894616007804871,True
7,9,0.7635060548782349,False
12,12,0.9928515553474426,True
10,10,0.9873551726341248,True
1,1,0.9999678134918213,True
12,7,0.9894326329231262,False
6,6,0.968318521976471,True
0,0,0.9823139905929565,True
1,1,0.9999339580535889,True
3,3,0.9996143579483032,True
12,12,0.9856889247894287,True
13,13,0.997583270072937,True
6,5,0.44271767139434814,False
4,4,0.9703875184059143,True
12,12,0.9929487705230713,True
7,0,0.8822762966156006,False
6,12,0.9205134510993958,False
9,9,0.8532739877700806,True
4,0,0.48183390498161316,False
8,8,0.9979776740074158,True
13,13,0.999646782875061,True
6,0,0.6012425422668457,False
3,3,0.9988985061645508,True
7,7,0.9483692049980164,True
6,2,0.9479684829711914,False
10,10,0.9666046500205994,True
4,4,0.9874622225761414,True
9,9,0.9927663803100586,True
13,6,0.9922310709953308,False
2,2,0.9992076754570007,True
11,11,0.6466315984725952,True
7,7,0.7114523649215698,True
6,6,0.976737916469574,True
6,6,0.6563403010368347,True
0,7,0.4990397095680237,False
5,5,0.9679255485534668,True
10,10,0.9936728477478027,True
11,2,0.601887583732605,False
13,13,0.9473618865013123,True
6,6,0.9314777255058289,True
4,4,0.8703747391700745,True
11,10,0.6096706986427307,False
12,12,0.9362099766731262,True
5,5,0.9997677206993103,True
2,2,0.952353835105896,True
4,7,0.3146105706691742,False
6,10,0.9863967299461365,False
6,6,0.9749314785003662,True
5,1,0.8497360348701477,False
12,5,0.612998366355896,False
3,3,0.9987844824790955,True
11,1,0.9984134435653687,False
6,6,0.9780238270759583,True
10,10,0.9973631501197815,True
1,1,0.9999561309814453,True
5,5,0.9984259605407715,True
0,0,0.9670562148094177,True
10,7,0.4479721486568451,False
4,4,0.6011236906051636,True
8,8,0.9989186525344849,True
11,6,0.5060378909111023,False
11,1,0.7122572064399719,False
2,2,0.9432492256164551,True
1,1,0.999962329864502,True
12,12,0.9441772699356079,True
7,7,0.6335337162017822,True
13,5,0.9979293346405029,False
3,3,0.999554455280304,True
1,1,0.9997820258140564,True
11,4,0.39733636379241943,False
9,7,0.8889762163162231,False
8,8,0.999397873878479,True
7,7,0.9703079462051392,True
8,8,0.9993589520454407,True
5,5,0.7039980292320251,True
10,10,0.9925130605697632,True
8,8,0.9501173496246338,True
8,8,0.9994382262229919,True
1,1,0.9998581409454346,True
1,1,0.9998593330383301,True
1,1,0.9999426603317261,True
2,2,0.9997490048408508,True
10,10,0.9953976273536682,True
6,6,0.461907297372818,True
6,6,0.9335300922393799,True
7,7,0.9945067763328552,True
3,3,0.9981467723846436,True
4,4,0.9663401246070862,True
6,10,0.9159324169158936,False
8,4,0.9163352847099304,False
13,13,0.7670515179634094,True
5,5,0.5586804151535034,True
7,7,0.8358415961265564,True
0,0,0.9645650386810303,True
7,7,0.8897089958190918,True
1,1,0.9997950196266174,True
13,13,0.9997686743736267,True
11,11,0.969051718711853,True
6,6,0.9438819289207458,True
11,11,0.9624126553535461,True
12,12,0.9651161432266235,True
5,5,0.9981918931007385,True
0,0,0.6511913537979126,True
10,10,0.8716028928756714,True
10,10,0.9979392886161804,True
4,4,0.9895762205123901,True
7,7,0.7869200110435486,True
6,6,0.6440833806991577,True
2,2,0.9865639209747314,True
6,12,0.94746994972229,False
5,5,0.9973777532577515,True
13,13,0.9991495609283447,True
12,12,0.9955282807350159,True
1,1,0.9998352527618408,True
1,1,0.9999613761901855,True
9,9,0.996562659740448,True
13,13,0.9997722506523132,True
13,13,0.5385211706161499,True
9,9,0.9903597831726074,True
2,2,0.9998985528945923,True
2,2,0.9995684027671814,True
6,6,0.9536009430885315,True
1,1,0.9997777342796326,True
12,12,0.9948312640190125,True
10,6,0.4367206394672394,False
1,1,0.9998169541358948,True
6,6,0.8719879984855652,True
8,8,0.9996707439422607,True
11,4,0.5794160962104797,False
5,5,0.9971350431442261,True
7,7,0.8724302649497986,True
1,1,0.9999662637710571,True
12,12,0.9618061780929565,True
11,11,0.9921017289161682,True
8,8,0.564130425453186,True
0,0,0.9367733597755432,True
11,11,0.9483547210693359,True
11,11,0.9296797513961792,True
4,4,0.9723787903785706,True
0,7,0.8311465382575989,False
3,3,0.9984690546989441,True
2,7,0.44878914952278137,False
9,9,0.9676042199134827,True
4,4,0.39334821701049805,True
4,6,0.730890691280365,False
10,10,0.9960101842880249,True
13,13,0.9994350075721741,True
3,3,0.9983583092689514,True
10,10,0.9822699427604675,True
9,9,0.9914596080780029,True
2,2,0.9988783001899719,True
3,3,0.9985842704772949,True
13,13,0.9993829727172852,True
0,0,0.618141770362854,True
3,3,0.987786054611206,True
0,0,0.9655603766441345,True
8,8,0.9989342093467712,True
6,6,0.9131093621253967,True
7,7,0.9831327795982361,True
1,1,0.999931812286377,True
6,4,0.6611894965171814,False
4,4,0.9909964799880981,True
9,9,0.908355712890625,True
11,11,0.9982366561889648,True
10,10,0.9948057532310486,True
8,8,0.9955676198005676,True
7,7,0.9290997982025146,True
13,13,0.9998304843902588,True
12,12,0.747742235660553,True
4,4,0.9193286299705505,True
13,13,0.9999167919158936,True
13,13,0.9996187686920166,True
9,9,0.9973924160003662,True
5,7,0.3816456198692322,False
13,13,0.6901454925537109,True
1,1,0.9994829893112183,True
5,5,0.9984862208366394,True
9,9,0.7750906348228455,True
12,12,0.5744004249572754,True
8,8,0.999690055847168,True
8,8,0.9992008805274963,True
4,4,0.9309540390968323,True
4,4,0.9789822101593018,True
0,0,0.7811097502708435,True
9,9,0.9918400049209595,True
4,4,0.7778139710426331,True
12,12,0.8877377510070801,True
5,5,0.9347216486930847,True
11,11,0.5368829965591431,True
6,4,0.9882441759109497,False
6,9,0.9940171241760254,False
11,11,0.9973264932632446,True
9,9,0.9526732563972473,True
8,8,0.9998098015785217,True
3,3,0.9978922009468079,True
3,3,0.9996128678321838,True
7,7,0.9124866127967834,True
4,4,0.9791792631149292,True
9,9,0.9743189215660095,True
7,7,0.9767887592315674,True
10,10,0.9942881464958191,True
1,1,0.9992324113845825,True
5,5,0.9996331930160522,True
0,0,0.8681120276451111,True
9,9,0.9399778842926025,True
12,12,0.9892367720603943,True
11,11,0.8814123868942261,True
1,1,0.9685603380203247,True
5,5,0.9994437098503113,True
4,5,0.7042835354804993,False
13,13,0.9996912479400635,True
7,7,0.9841471910476685,True
0,0,0.9579404592514038,True
2,2,0.9997197985649109,True
0,0,0.9410340189933777,True
10,10,0.33275264501571655,True
11,11,0.997869610786438,True
0,0,0.4780842065811157,True
12,12,0.9921850562095642,True
9,9,0.9652390480041504,True
6,6,0.9841880798339844,True
8,8,0.9995434880256653,True
11,11,0.8114616274833679,True
9,9,0.9004441499710083,True
8,8,0.9993259906768799,True
1,1,0.9987366795539856,True
5,5,0.999496340751648,True
3,3,0.999738872051239,True
6,11,0.8771297931671143,False
7,7,0.9650417566299438,True
9,9,0.9953237175941467,True
1,1,0.9999401569366455,True
3,3,0.9990586638450623,True
3,3,0.9345744848251343,True
1,1,0.9999539852142334,True
2,2,0.9977746605873108,True
0,0,0.9209275245666504,True
13,13,0.9994109869003296,True
9,9,0.9828752279281616,True
7,7,0.9416794776916504,True
5,5,0.9996421337127686,True
5,5,0.8551945686340332,True
0,0,0.9815375804901123,True
10,10,0.9986658096313477,True
4,4,0.9895344376564026,True
7,7,0.9460573196411133,True
7,7,0.9728398323059082,True
5,5,0.998619556427002,True
7,0,0.7188268899917603,False
5,5,0.999488353729248,True
4,4,0.9633303284645081,True
13,13,0.9993257522583008,True
10,2,0.9969534873962402,False
2,10,0.8849408030509949,False
5,5,0.9818052649497986,True
8,8,0.9954074025154114,True
6,6,0.8007339239120483,True
10,10,0.9955736398696899,True
3,3,0.9983488321304321,True
0,0,0.9883195161819458,True
8,8,0.9998646974563599,True
13,13,0.9998650550842285,True
11,9,0.5845115184783936,False
13,13,0.9210234880447388,True
5,5,0.9955293536186218,True
6,4,0.869996964931488,False
6,6,0.9888280630111694,True
7,7,0.8003318905830383,True
1,1,0.9998828172683716,True
8,8,0.9985337257385254,True
3,8,0.6686237454414368,False
3,3,0.9992262125015259,True
9,9,0.9920588731765747,True
6,4,0.8966463208198547,False
13,13,0.9998414516448975,True
5,5,0.9976413249969482,True
7,7,0.9854277968406677,True
13,13,0.8271666765213013,True
12,12,0.9951261281967163,True
8,8,0.9993158578872681,True
10,10,0.8823224902153015,True
10,10,0.7346508502960205,True
8,8,0.9963153004646301,True
9,9,0.5226354598999023,True
9,9,0.8930883407592773,True
3,3,0.9999189376831055,True
10,10,0.9986032843589783,True
7,0,0.5435227155685425,False
0,4,0.7461839318275452,False
7,0,0.8540077209472656,False
