merge_key,semantic,style_fit
dataset2/rock/4bb3c0dabd6e4f74526e444b14ccc7ca--rock-shirts-band-shirts.jpg,4.0,5.0
dataset2/feminine/dc54628f3d246055e179fecb68976bd7.jpg,5.0,5.0
dataset2/gal/CBPVsvwUYAANQvU.jpg,5.0,5.0
dataset2/lolita/8d234e63-cb04-4e03-babd-71b219a23e5e copy.jpg,5.0,5.0
dataset2/mode/czarna-koronka-stylizacja.jpg,5.0,5.0
dataset2/street/Cool-Dope-Fashion-and-Outfit-Ideas-For-Girls-7.jpg,4.0,5.0
dataset2/kireime-casual/photo_4.jpg,4.0,5.0
dataset2/retro/3fa584e37ca3ef80df14b6e3881c982d--fashion-moda-retro-fashion.jpg,5.0,5.0
dataset2/gal/CEUADNjUsAApcjw.jpg,5.0,4.0
dataset2/gal/01_001 copy 6.jpg,5.0,5.0
dataset2/feminine/image1_26_L.JPG,5.0,5.0
dataset2/feminine/41cb8d0c-cf86-452a-9daa-494c6d8fa9db.jpg,5.0,5.0
dataset2/street/05e78322e829ab8565a9839a03b72913--urban-photography-photography-ideas.jpg,5.0,5.0
dataset2/mode/128533_eb0f903f37.jpg,5.0,5.0
dataset2/fairy/2bd59cab3fd7d80ccb9d9b1da8d70b25.jpg,5.0,5.0
dataset2/fairy/20150419024302124_500.jpg,5.0,4.0
dataset2/natural/20160507152256322_276.jpg,5.0,5.0
dataset2/fairy/YU-KIMURA.jpg,5.0,4.0
dataset2/mode/cefb00154d005463e468a777829fdcde.jpg,5.0,5.0
dataset2/girlish/20140616202616048_500.jpg,4.0,5.0
dataset2/dressy/ar5213_1.jpg,4.0,5.0
dataset2/lolita/ec22b44f3443b5dc50d6f812f38813ec.jpg,5.0,5.0
dataset2/kireime-casual/bd05a9ecbc172d3cf95bd4ae8655598d--japanese-model.jpg,5.0,5.0
dataset2/ethnic/img61488911.jpg,5.0,4.0
dataset2/conservative/15276734_1774031712847511_9116459387345436672_n.jpg,5.0,4.0
dataset2/rock/80ea2869d852e1f8246ecdf0e56b1b71.jpg,5.0,5.0
dataset2/conservative/62400a4a581af536b9f2719d81c9ec050484592e.jpg,5.0,5.0
dataset2/conservative/3d0e86b11c1b058cca03868add1a0a84.jpg,5.0,5.0
dataset2/street/2016-New-font-b-Hip-b-font-font-b-Hop-b-font-Style-font-b-Women.jpg,4.0,5.0
dataset2/retro/41.jpg,4.0,4.0
dataset2/kireime-casual/1453164222103.jpg,5.0,5.0
dataset2/feminine/e3cc28111c99c08196cbff6715d380ff.jpg,5.0,5.0
dataset2/kireime-casual/dd3aee3bc0a8b3b69e505445272a714d.jpg,5.0,4.0
dataset2/mode/a1f510723c8f9815fcf78d80df8deb2a.jpg,,
dataset2/mode/3767fefdf268182dbe122657d456ff5d.jpg,5.0,5.0
dataset2/ethnic/20170707201454046_276.jpg,5.0,4.0
dataset2/natural/20170226po10.jpg,5.0,5.0
dataset2/girlish/165346.png,5.0,4.0
dataset2/girlish/staffcode161217-2.jpg,5.0,4.0
dataset2/dressy/Unknown.jpg,4.0,5.0
dataset2/mode/6d6d4dd1eeb97e6c8070b8c7fdd0caba.jpg,4.0,4.0
dataset2/natural/IMGP7193.JPG,5.0,5.0
dataset2/feminine/CRviso3U8AAkLuX.jpg,5.0,5.0
dataset2/ethnic/o0480048013586698015.jpg,5.0,5.0
dataset2/kireime-casual/o0800080013672925068.jpg,5.0,5.0
dataset2/conservative/c52f21ea046a1903917d06f78e31dc65.jpg,5.0,3.0
dataset2/retro/8c732e8ac44e35c25fc9d04033d91c41.jpg,2.0,4.0
dataset2/street/Baseball-T-Shirt-Women-Long-T-Shirt-Dress-Girls-Tee-shirt-Dresses-2016-Hip-Hop-T.jpg_640x640.jpg,5.0,5.0
dataset2/conservative/vf4ilonfa5npy5c.jpg,5.0,4.0
dataset2/retro/140613.jpg,4.0,5.0
