merge_key,semantic,style_fit
dataset2/girlish/中条あやみ私服かわいい6.png,5.0,4.0
dataset2/gal/EntryImage (7).jpg,3.0,4.0
dataset2/mode/85ce61647ba016a0e7f0533d1a3b67d8.jpg,5.0,5.0
dataset2/ethnic/20160219185814840_276.jpg,4.0,3.0
dataset2/dressy/6d69806f130dead2518e19fafc3d9103.jpg,5.0,5.0
dataset2/fairy/44fa9b4910ecc4725f3a8711b6a84b64.jpg,5.0,4.0
dataset2/natural/c2896b849a0c3ecb0a086375fadd26d30ee2cbc6.71.2.9.2.jpeg,5.0,4.0
dataset2/conservative/20150614184303_2117460066_m.jpg,5.0,4.0
dataset2/kireime-casual/8f2a74395c804eb3271e2a689e319cce14b59007.43.2.2.2.jpg,5.0,5.0
dataset2/natural/12.jpg,5.0,5.0
dataset2/kireime-casual/bea2d7291152808816382dd9f52639c0.jpg,5.0,5.0
dataset2/street/Fashion-cotton-sexy-strapless-ultra-short-top-font-b-hiphop-b-font-hip-hop-ds-font.jpg,5.0,5.0
dataset2/lolita/e002614e1f1bd05aaed7e5a4c7d9d570.jpg,5.0,5.0
dataset2/natural/f-1404-4.jpg,5.0,5.0
dataset2/retro/rockabilly-fashion-7.jpg,5.0,5.0
dataset2/retro/f86d1afaf2059beab30a6489c3dc79387f4efdf4.jpg,5.0,5.0
dataset2/lolita/mig copy 2.jpg,5.0,5.0
dataset2/fairy/09ba47d5d21e36cae3588bd1ff94dc4b.jpg,5.0,5.0
dataset2/street/71074b55307c9a352cf2cca425512a15.jpg,3.0,4.0
dataset2/natural/arts0930_7_DrawstPT_1-thumb-autox630-959.jpg,4.0,5.0
dataset2/lolita/671b51f3860b67b7241c2e1036beec20.jpg,4.0,5.0
dataset2/retro/1442369129-m200.jpeg,5.0,5.0
dataset2/lolita/himeloli5.png,4.0,5.0
dataset2/kireime-casual/a62c3c065c30d3c67db1aec873106a5f-225x300.jpg,5.0,5.0
dataset2/natural/20151210-1-thumb-autox333-8067.jpg,3.0,3.0
dataset2/dressy/Amazing-Mermaid-Blue-Satin-Floor-Length-Prom-Dress-115968-1.jpg,4.0,5.0
dataset2/mode/czarna-skorzana-kurtka.jpg,5.0,5.0
dataset2/natural/l76_news5.jpg,5.0,5.0
dataset2/conservative/140901g-model11.jpg,4.0,3.0
dataset2/street/ca259909195c3bc125315af7efa955d4.jpg,5.0,5.0
dataset2/fairy/db4567f9ec7e280b99cc6814f9164954.jpg,5.0,5.0
dataset2/rock/look-punk-con-creepers-in-velluto.jpg,5.0,4.0
dataset2/feminine/large.jpg,5.0,5.0
dataset2/natural/20160715154949822_276.jpg,5.0,5.0
dataset2/natural/20160619114120413_500.jpg,5.0,5.0
dataset2/mode/2016-02-17-1455740382-6725336-image11.jpg,3.0,4.0
dataset2/conservative/Oggi_1604_111-20160225191419-399x500.jpg,4.0,3.0
dataset2/kireime-casual/frtp87roetxl9lmy1hza.jpg,5.0,4.0
dataset2/lolita/2012052601e.jpg,5.0,5.0
dataset2/ethnic/20150604083004855_276.jpg,5.0,5.0
dataset2/mode/mig.jpg,5.0,5.0
dataset2/kireime-casual/11c7af84-cb26-469f-a272-a205997e39b7.jpg,5.0,5.0
dataset2/feminine/34799accdf3ea301cbfc4fcdacccfd24.jpg,4.0,5.0
dataset2/gal/20170209121713135_276.jpg,5.0,4.0
dataset2/feminine/vo104-13104-02b.jpg,5.0,5.0
dataset2/natural/535f6314a1bb4f0e77675ae58aa3685f--yu-aoi-japan-fashion.jpg,4.0,5.0
dataset2/gal/20140516171412550_500.jpg,5.0,5.0
dataset2/lolita/20150115150741598_276.jpg,4.0,5.0
dataset2/lolita/93a85807.jpg,5.0,5.0
dataset2/dressy/12260336_567d8c92bf010.jpg,5.0,5.0
