merge_key,semantic,style_fit
dataset2/dressy/108724295.jpg,5.0,5.0
dataset2/girlish/84893bf2aa74a333ac1e3a3e3c021ec7--ruffled-skirts-ulzzang.jpg,5.0,5.0
dataset2/dressy/c01_p07.jpg,5.0,5.0
dataset2/gal/o1125150013904411231.jpg,4.0,4.0
dataset2/conservative/E383A2E3838EE38388E383BCE383B3E382B3E383BCE38387.JPG.jpg,4.0,5.0
dataset2/lolita/c926a6ff-0a12-4564-96c6-9a4e0cd96f1a.jpg,5.0,5.0
dataset2/rock/8bc0571d71505a69e041d5d0b8901d55.jpg,5.0,5.0
dataset2/ethnic/Europe-station-2016-summer-new-font-b-women-s-b-font-font-b-clothing-b-font.jpg,4.0,3.0
dataset2/lolita/coordisnap-695635-1255084-djdut4.jpg,5.0,4.0
dataset2/gal/mig (1) copy.jpg,5.0,4.0
dataset2/street/4944e981bdf9c07246fca89ad23fd095.jpg,5.0,5.0
dataset2/lolita/2146e923a996613cb12c7d16f341aac5.jpg,5.0,5.0
dataset2/ethnic/IMG_4087.jpg,5.0,5.0
dataset2/dressy/新送料無料セクシーな女性シフォンドレスハロウィン衣装セクシークラブドレスHS962.jpg,5.0,5.0
dataset2/lolita/que-1084540555.jpg,5.0,5.0
dataset2/fairy/tumblr_inline_nmutme0N0R1rt6vmv_250.png,5.0,3.0
dataset2/street/6e78ba5cfd0defcd3d046e549e4f0923.jpg,4.0,5.0
dataset2/retro/91ba9df1ec575455d4575a0ec4f26cb6.jpeg,4.0,5.0
dataset2/conservative/597d2de25b1319331d5d86aacb8118786e45691c.jpg,5.0,3.0
dataset2/girlish/141028_avail_03-1.png,5.0,5.0
dataset2/mode/39181-street-style-hiver-2016-5-facons-style-500x0-1.jpg,5.0,5.0
dataset2/fairy/c35abdb684d6bf48b4089218e17c0e44.jpg,4.0,5.0
dataset2/conservative/402.jpg,5.0,5.0
dataset2/rock/tumblr_l5j57yL5LF1qbzurxo1_500.jpg,5.0,5.0
dataset2/girlish/7a2bdb7250b820595f1af515b50fdaa2-250x300.jpg,5.0,3.0
dataset2/conservative/jcblog-20140411100848-384.JPG,4.0,5.0
dataset2/street/f2910b8bcffec7c01a7a17d994368658.jpg,5.0,5.0
dataset2/lolita/tumblr_nerw4oCcxg1rsd1pdo1_1280.jpg,5.0,5.0
dataset2/girlish/mig (1) 2.jpg,4.0,5.0
dataset2/kireime-casual/mc4.jpg,5.0,5.0
dataset2/street/fd73ee2c969429d9c7781e7480930c30.jpg,5.0,5.0
dataset2/rock/02eb75cd8a10679f604eac6242d33863--punk-outfits-grunge-outfits.jpg,5.0,5.0
dataset2/girlish/lowrysfarm-casual2.jpg,5.0,5.0
dataset2/lolita/e75ad738cf5e02512db61322fd051b3e.jpg,5.0,5.0
dataset2/retro/black-cotton-polka-dot-sleeveless-vintage-1950s-dress.jpg,5.0,5.0
dataset2/mode/lindsey-wixson-walks-the-runway-at-the-vera-wang-collection-spring-picture-id488450488.jpg,4.0,5.0
dataset2/ethnic/31f16be149e75466442a9ac4ce3c310e--ethnic-style-summer-clothes.jpg,5.0,5.0
dataset2/lolita/4728871686abecb234b6986c4ccf422c.jpg,5.0,5.0
dataset2/girlish/IMG_7408-640x426.jpg,5.0,4.0
dataset2/feminine/TIT0116F0338_pz_c103.jpg,,
dataset2/natural/155308245.jpg,5.0,5.0
dataset2/natural/mig (9).jpg,5.0,5.0
dataset2/feminine/MA_15072217493073.jpg,4.0,5.0
dataset2/conservative/47c36af3d7a6b9476d26773b51195ff3.jpg,5.0,5.0
dataset2/retro/LauraClowes-63.jpg,4.0,5.0
dataset2/rock/1806a5808f8bfcefce0d491928ca1b69--estilo-rock-dresses-short.jpg,5.0,5.0
dataset2/street/depositphotos_95183964-stock-photo-hip-hop-girl-with-headphones.jpg,5.0,5.0
dataset2/feminine/20160823144612582_276.jpg,5.0,5.0
dataset2/conservative/small (1).jpg,5.0,5.0
dataset2/mode/_MG_6741.jpg,5.0,5.0
