merge_key,semantic,style_fit
dataset2/street/ca259909195c3bc125315af7efa955d4.jpg,5.0,5.0
dataset2/conservative/Womaninsight_24073_6 copy 2.jpg,5.0,4.0
dataset2/street/27bb68bbaaa97ba48cc227f659305ab8.jpg,5.0,5.0
dataset2/dressy/61063564.jpg,5.0,5.0
dataset2/retro/1405047d616984_l.jpg,5.0,5.0
dataset2/ethnic/p4.jpg,5.0,3.0
dataset2/gal/20161013022918298_276.jpg,5.0,4.0
dataset2/rock/9ef93b2e20f6f996e952de84207497d1--grunge-rock-fashion-rock-grunge-style.jpg,5.0,5.0
dataset2/girlish/20170303151551_nf8qbqshmbguuqmgf20us0e5s2_alissa_day3.jpg,5.0,4.0
dataset2/natural/mig (14).jpg,4.0,5.0
dataset2/lolita/b7b30d794d1cac6b0ada68a710b87847.jpg,5.0,5.0
dataset2/dressy/20090923_1477299.jpg,5.0,5.0
dataset2/feminine/10222881N021.jpg,4.0,5.0
dataset2/feminine/10179765N019.jpg,5.0,5.0
dataset2/conservative/c0134902_15451457.jpg,5.0,3.0
dataset2/mode/hbz-bella-hadid-1120-splash.jpg,,
dataset2/girlish/f2573b436bec5e527c1370ad2b190150238da729.jpg,4.0,5.0
dataset2/conservative/code_106-450x730.jpg,5.0,4.0
dataset2/rock/Deri-Ceket-Modelleri-20.jpg,,
dataset2/natural/14099652_287465158285291_2064058189_n.jpg,5.0,5.0
dataset2/street/36-1425216551-23-4.jpg,5.0,5.0
dataset2/fairy/imgdet_1603_28099_imgdet_org.jpg,,
dataset2/fairy/coordisnap-109364-394871-49tlm1.jpg,4.0,4.0
dataset2/kireime-casual/la4130-op-bkf_2.jpg,5.0,4.0
dataset2/girlish/coordisnap-157613-1562734-1csgzd.jpg,5.0,4.0
dataset2/mode/d0f91773c204e3e38a38d7144c2cb78a.jpg,5.0,5.0
dataset2/mode/designer-vera-wang-and-singer-rita-ora-pose-backstage-at-vera-wang-picture-id488325686.jpg,5.0,5.0
dataset2/feminine/9575414c-bfc0-4330-982b-16c80b8cb78a.jpg,4.0,5.0
dataset2/rock/02eb75cd8a10679f604eac6242d33863--punk-outfits-grunge-outfits.jpg,5.0,5.0
dataset2/lolita/314744d4.jpg,5.0,5.0
dataset2/girlish/Pコート×チェックのタイトスカートーPORTER.png,5.0,5.0
dataset2/kireime-casual/adbd913ab1a7bb80b4d3a849987415a3.jpg,5.0,4.0
dataset2/lolita/a947748f-f1fe-44c7-ad67-bc9fcceb1e07.jpg,4.0,5.0
dataset2/dressy/b12203b_2.jpg,,
dataset2/ethnic/IMG_8974.jpg,4.0,5.0
dataset2/fairy/fairy+kei+10.jpg,5.0,5.0
dataset2/rock/trg.jpg,4.0,5.0
dataset2/lolita/SU1HXzkxODkZEg.JPG.jpg,2.0,3.0
dataset2/natural/9fc14_1547_ca31d223f9f77f9241a005aea0b18065.jpg,5.0,5.0
dataset2/ethnic/zfoni6vyratct99gn50u.jpg,4.0,4.0
dataset2/mode/Le-Fashion-Blog-Caroline-Blomst-All-Black-Knit-Curved-Hem-Skirt-Chain-Bag-Studded-Isabel-Marant-Sandals-Summer-Date-Night-Out-Style-Via-Carolinesmode.jpg,5.0,5.0
dataset2/rock/60c9124616eb3d6a95ead316c63a4f74--grunge-photography-love-fashion.jpg,5.0,4.0
dataset2/natural/1480814275396_jpg_org.jpg,5.0,5.0
dataset2/fairy/fairy-kei-bg copy.jpg,5.0,4.0
dataset2/kireime-casual/7bb3f_1481_42123e19356d7060a538e9475b996281.jpg,5.0,5.0
dataset2/natural/l81_teiban3.jpg,5.0,5.0
dataset2/kireime-casual/3b95f753-3686-46f4-ab7c-d619a8abfe3b.jpg,5.0,4.0
dataset2/kireime-casual/o0715096013695910704.jpg,5.0,5.0
dataset2/mode/f004039368aa512a8d0492ddeccab115.jpg,5.0,5.0
dataset2/ethnic/20160730141810054_276.jpg,5.0,5.0
