merge_key,semantic,style_fit
dataset2/ethnic/The-Fashion-Fraction-Ibiza-Beach-Outfit-Bohemian-Style-One-Teaspoon-Shorts-Freepeople-Top-Saint-Laurent-Betty-bag-8.jpg,4.0,3.0
dataset2/ethnic/11513865B_16_D_500.jpg,5.0,4.0
dataset2/conservative/1504item20_4.jpg,4.0,3.0
dataset2/dressy/p01_pic10.jpg,5.0,5.0
dataset2/girlish/30dcca022226160f2432 2.jpg,4.0,3.0
dataset2/mode/109715221d61290ddb4e9c47a272e0c2.jpg,5.0,5.0
dataset2/mode/d1bdc02f491b62ffc3ee4c901ce6127f.jpg,5.0,5.0
dataset2/feminine/474577176.2.jpg,,
dataset2/dressy/エレガントなaラインレースアップリケロングウェディングドレス新しいボートネック膝スリーブ-マリアージュブライダルドレスドレスvestido-noiva.jpg,5.0,5.0
dataset2/girlish/0_757481744c1c3d84dd902b6129248a916313bbc87edcc5d1 2.jpg,5.0,3.0
dataset2/girlish/440a9245365c5887321a4ed2b4b57142.jpg,5.0,4.0
dataset2/fairy/coordisnap-116337-1808938-b23ihzb.jpg,5.0,5.0
dataset2/feminine/attachment01_2_L.jpg,4.0,4.0
dataset2/kireime-casual/20160629131814144_500.jpg,5.0,5.0
dataset2/natural/711965586c400545ff3c40061adc40f96a2f0ac4.52.1.12.2.jpeg,4.0,5.0
dataset2/fairy/703c4fed35191437af58be7237c80739.jpg,4.0,5.0
dataset2/mode/5a72fe45872e7dbf9164d552d204639e.jpg,5.0,5.0
dataset2/retro/kate-spade-clothing copy.jpg,5.0,4.0
dataset2/fairy/83f6efc370e42430e577b2e02182a382.jpg,5.0,4.0
dataset2/mode/b94eba4a.jpg,5.0,5.0
dataset2/dressy/Regency-Satin-Chiffon-Strapless-Neckline-Beaded-Bodice-Side-Slit-Sleeveless-Floor-Length-Prom-Dress-SG0143.jpg,5.0,5.0
dataset2/dressy/56114175.jpg,5.0,5.0
dataset2/street/9cc056e9c146319b281c57796dc71004.jpg,5.0,5.0
dataset2/feminine/11728442B_16_D_500.jpg,5.0,5.0
dataset2/street/wtriun-l-610x610-pants-sweatpants-girl-swag-hiphop-shirt-l-adidas-air+jordan-shoes.jpg,5.0,5.0
dataset2/gal/498543.0.1.jpg,5.0,4.0
dataset2/dressy/55bb0ec6a0311.jpg,4.0,5.0
dataset2/lolita/f0209572_19192368 copy.jpg,5.0,5.0
dataset2/dressy/2013091917102261969_1.jpg,5.0,5.0
dataset2/girlish/p8 2.jpg,5.0,5.0
dataset2/girlish/20150525110235757_500.jpg,5.0,5.0
dataset2/conservative/085.jpg,5.0,2.0
dataset2/girlish/112343_5.jpg,5.0,4.0
dataset2/rock/d2708ce29086974b7405aac81ef70c65--graphic-tee-outfits-graphic-tee-outfit-summer.jpg,4.0,4.0
dataset2/girlish/lilybrown-hat 2.jpg,5.0,4.0
dataset2/kireime-casual/0164abef-aa8e-4b72-b904-c9f21615347a.jpg,5.0,4.0
dataset2/lolita/35da49c6-daed-466f-bc54-e527c0dec05c.png,5.0,5.0
dataset2/natural/20131219084433828_500.jpg,5.0,5.0
dataset2/dressy/compressed_8a87381a-7e6d-4d52-9edb-f7d4fa454ee5.jpg,5.0,5.0
dataset2/kireime-casual/5516820f.jpg,5.0,5.0
dataset2/natural/9fc14_1547_ca31d223f9f77f9241a005aea0b18065.jpg,5.0,5.0
dataset2/gal/grandlookbook-03.jpg,5.0,5.0
dataset2/lolita/17157608608_b239a0f087.jpg,5.0,5.0
dataset2/lolita/20150112003623397_500.jpg,5.0,5.0
dataset2/retro/59956bc828525ebfc3a82e5b7207a882.jpg,5.0,5.0
dataset2/feminine/o0480064013689152330.jpg,5.0,5.0
dataset2/street/kdk9wbh3kmqif1utxxrp.jpg,4.0,5.0
dataset2/street/3e20c94a50b75948678c514361c1a58d.jpg,4.0,5.0
dataset2/lolita/144202-m-01-dl.jpg,5.0,5.0
dataset2/kireime-casual/8○トレンドのジョッキーズパンツとの大人カジュアルコーデ.jpg,5.0,4.0
