merge_key,semantic,style_fit
dataset2/kireime-casual/WS000025-6.jpg,5.0,5.0
dataset2/girlish/20151102062408693_276.jpg,5.0,3.0
dataset2/natural/13694408_896043510525486_897212165_n.jpg,5.0,5.0
dataset2/fairy/4a3b2f9c16b09d4997761d5d44c29f1d.jpg,,
dataset2/feminine/images (1).jpg,5.0,5.0
dataset2/ethnic/DSC_0481.jpg,5.0,4.0
dataset2/dressy/4b2d1d4b.jpg,4.0,5.0
dataset2/gal/coordisnap-1530089-2156550-92z9170.jpg,5.0,4.0
dataset2/gal/297273_xak8TDcFtq_576.jpg,,
dataset2/retro/kate-spade-clothing copy 4.jpg,4.0,5.0
dataset2/dressy/shutterstock_104209349-e1450339065835.jpg,5.0,5.0
dataset2/natural/2186_20150320_1.jpg,4.0,5.0
dataset2/retro/20160129052955727_500.jpg,5.0,5.0
dataset2/girlish/20170419000436136_320.jpg,5.0,5.0
dataset2/kireime-casual/o0480064012522070129.jpg,5.0,5.0
dataset2/rock/el-estilo-luanna-perez-garreaud-L-HPUCGm.jpeg,5.0,5.0
dataset2/retro/summer-women-Vintage-1950s-plaid-gingham-long-sleeve-loose-dress-plus-size-vestidos-pin-up-rockabilly.jpg,4.0,5.0
dataset2/rock/cd40579aa1a9349322c3592b0299deef.jpg,4.0,5.0
dataset2/fairy/fairykei2.jpg,5.0,5.0
dataset2/kireime-casual/263_1s2.jpg,5.0,5.0
dataset2/natural/20170405184831566_276.jpg,5.0,5.0
dataset2/feminine/imgdet_13538_498717_imgdet_org.jpg,5.0,5.0
dataset2/girlish/GRL.jpg,5.0,5.0
dataset2/rock/Glam-Rock-71.jpg,5.0,5.0
dataset2/gal/B-i_ZHJCQAAVDmG.jpg,3.0,4.0
dataset2/rock/c6c2145e82a577d02992c4333ee4d6d6.jpg,5.0,4.0
dataset2/fairy/4a31941984c2a0d6717b8d8b33c50374.jpg,5.0,4.0
dataset2/girlish/6205_img.jpg,5.0,5.0
dataset2/conservative/8ae43aa554231f11fe49c53800fcb17a.jpg,5.0,4.0
dataset2/street/Micah-Gianneli_Best-top-Australian-fashion-style-blog_Rihanna-Riri-style_BKRM_Backroom-Clothing_Katie-Eary_KTZ_Lazy-Oaf_Lya-Lya_Urban-hip-hop-fashion-editorial-campaign-3B.jpg,5.0,5.0
dataset2/dressy/0000000008782.jpg,4.0,5.0
dataset2/natural/1480814275396_jpg_org.jpg,5.0,5.0
dataset2/retro/2078994_201609270237641001474916431c.jpg,5.0,5.0
dataset2/gal/coordisnap-1163694-2723822-02nwkj9.jpg,2.0,3.0
dataset2/gal/Col5zd-WcAUPWGM.jpg,,
dataset2/natural/d9babc48d55697295e55f4fff03cd4a3-500x500.jpg,5.0,5.0
dataset2/lolita/gos047.jpg,5.0,5.0
dataset2/mode/veronika-heilbrunner-vans-street-style-600x900.jpg,5.0,5.0
dataset2/natural/20131109_842555.jpg,4.0,5.0
dataset2/street/4.JPG.jpg,4.0,5.0
dataset2/retro/Lindy_Bop_1950s_Style_Black_White_Stripe_Long_Sleeve_Sinead_Swing_Dress.jpg,5.0,5.0
dataset2/retro/d0cd34718620d500b141590cb744cc68.jpg,5.0,4.0
dataset2/conservative/95cf8179c9aef072ef9ad7f072c429c0.jpg,5.0,5.0
dataset2/gal/千鳥格子ショートパンツ×ニーハイブーツ.jpg,4.0,5.0
dataset2/retro/bdd2fa2f37b2ebd81831dd2430282ded.jpg,5.0,5.0
dataset2/girlish/o1108147813894839916 copy 2.jpg,5.0,4.0
dataset2/lolita/fd9295593f71af1fc21dce9fd5d5b04c.jpg,5.0,5.0
dataset2/fairy/c97f769c82e1b683c61559e94a3b1581.jpg,5.0,5.0
dataset2/lolita/24b068e2497d199fd850b715d9efc4a9.jpg,5.0,5.0
dataset2/kireime-casual/aya.masayan.jpg,5.0,4.0
