merge_key,semantic,style_fit
dataset2/natural/52cb20d8.jpg,4.0,5.0
dataset2/kireime-casual/2016-03-21_22h09_52.png,5.0,4.0
dataset2/conservative/d0b6c685a636681b19b0cb0984402541e3b197f3.jpg,,
dataset2/gal/IMG_7569.jpg,5.0,5.0
dataset2/mode/look+do+dia+saia+de+franja+4.JPG,5.0,5.0
dataset2/lolita/B0TQx-fCIAEa7LA copy.jpg,5.0,5.0
dataset2/mode/52ea8995721a1f293fa910da1c05e3c8.jpg,4.0,4.0
dataset2/mode/mockneck-cuffed-jeans-furry-jacket-model-off-duty-style-buckled-boots-pfw-street-style-getty-640x960.jpg,5.0,5.0
dataset2/fairy/f3251718c2f3e6add0ad98a2a742c20e.jpg,5.0,5.0
dataset2/gal/e46427004e09ea8c7b81e40a689a4619.jpg,5.0,5.0
dataset2/gal/img_05.jpg,5.0,5.0
dataset2/rock/images (10).jpg,5.0,5.0
dataset2/fairy/o0395054211964711747.jpg,5.0,4.0
dataset2/ethnic/20160606103753473_276.jpg,5.0,2.0
dataset2/fairy/5a25d429b87bbf4e9adf46f2a7bf6bd6.jpg,5.0,5.0
dataset2/conservative/167388080.jpg,5.0,4.0
dataset2/ethnic/20170104145945012_276.jpg,4.0,3.0
dataset2/natural/images (2).jpeg,5.0,5.0
dataset2/girlish/20170103162622265_500.jpg,5.0,5.0
dataset2/gal/MA_16081923401961.jpg,5.0,4.0
dataset2/lolita/4bb5ae399077cd02e6840dd9e49b04db.jpg,5.0,5.0
dataset2/dressy/108724295.jpg,5.0,5.0
dataset2/mode/771c9ab259c84f6fa51679209782f55b.jpg,5.0,5.0
dataset2/street/4013766a8f7377f8e7e02d247c488878.jpg,5.0,5.0
dataset2/natural/00_0149.jpg,5.0,5.0
dataset2/kireime-casual/Fashion20170114_1-19.jpg,5.0,4.0
dataset2/kireime-casual/image1_3.jpg,5.0,5.0
dataset2/girlish/lilybrown-hat 2.jpg,5.0,5.0
dataset2/mode/leather-mini-skirt.jpg,5.0,5.0
dataset2/rock/1a8df92b8922418f13522853f838b6b2.jpg,5.0,3.0
dataset2/gal/151530375800_1.jpg,5.0,5.0
dataset2/conservative/Oggi_1507_045-391x500.jpg,4.0,3.0
dataset2/lolita/eventreport1-2.jpg,5.0,5.0
dataset2/street/640775bc828ee44276fabeec558714f8.jpg,5.0,5.0
dataset2/kireime-casual/6d677208d4e10323368c74d27a1ea815.jpg,4.0,5.0
dataset2/mode/lightbox_tendances_leopard_jpg_3082_north_1160x_white copy.jpg,5.0,5.0
dataset2/gal/478877538.1.jpg,5.0,4.0
dataset2/dressy/78518_201007270175361001280233093c.jpg,5.0,5.0
dataset2/ethnic/31ca3ac6e8b8656c.jpg,4.0,2.0
dataset2/ethnic/75f5fad5e07345d6a699dc3136fc1b8a--ethnic-dress-tribal-dress.jpg,5.0,4.0
dataset2/gal/MA_16070913554911.jpg,5.0,4.0
dataset2/rock/taylor-momsen-smiles-sweetly-09.jpg,4.0,5.0
dataset2/fairy/3467506_Lookbook_Meadham_Kirchoff_Dec2012.jpg,5.0,5.0
dataset2/girlish/vivi10-arisaknit-06 2.jpg,5.0,3.0
dataset2/natural/20160128172827843_276.jpg,5.0,5.0
dataset2/girlish/IMG_6092.png,5.0,5.0
dataset2/dressy/HTB1OvNBGXXXXXb0aXXXq6xXFXXXp.jpg,5.0,5.0
dataset2/ethnic/3-1tyler-swift.jpg,5.0,3.0
dataset2/kireime-casual/0313.jpg,,
dataset2/mode/12-facons-de-porter-la-cape-cette-saison.jpg,3.0,4.0
