merge_key,semantic,style_fit
dataset2/fairy/55cb2a1af02d0e61cd5345412113a20f copy.jpg,4.0,3.0
dataset2/rock/20161013095517745_276.jpg,4.0,5.0
dataset2/street/274e51c15834fe3250b01c5633e41b3d.jpg,4.0,5.0
dataset2/lolita/tumblr_n787gnkaJB1snbgero3_1280.jpg,4.0,5.0
dataset2/fairy/9766.jpg,4.0,4.0
dataset2/mode/2034723-1483646859.640x0c-398x530.jpg,5.0,5.0
dataset2/girlish/2df8f4e1382e6870cfe6e8095914e811dfad5958.jpg,4.0,5.0
dataset2/street/3eaad6549b2abe2c2386fc9e75c986de.jpg,5.0,5.0
dataset2/retro/C5pOF-ZU0AUVEmS.jpg,4.0,5.0
dataset2/lolita/61061b85.jpg,5.0,5.0
dataset2/conservative/35e37ad2c93bfb5105d8af36ba0c226cfd232723.jpg,4.0,2.0
dataset2/kireime-casual/オフィスカジュアルファッションコーディネート.jpeg,5.0,5.0
dataset2/fairy/o0400053612780842667.jpg,5.0,5.0
dataset2/retro/437db7e23614f616e28b081439bec53a.jpg,5.0,4.0
dataset2/kireime-casual/eadacf76e0a74432ca8c1cd91da1d7cc08c1e24d.jpg,4.0,5.0
dataset2/dressy/108724295.jpg,5.0,5.0
dataset2/feminine/MA_150819171425180.jpg,4.0,5.0
dataset2/lolita/pic_beauty045_34.jpg,5.0,5.0
dataset2/fairy/7d7061c10f0da3a20fe85b1a6016d743.jpg,5.0,5.0
dataset2/gal/GARULA-着こなしコーデ.png,4.0,3.0
dataset2/mode/Alexander-Wang-Resort-2016-03.jpg,5.0,5.0
dataset2/natural/20150310192754084_500.jpg,4.0,4.0
dataset2/dressy/93998480_o5.jpg,5.0,5.0
dataset2/ethnic/dbd094b19e6f30fb955953835a4ab7d8.jpg,4.0,5.0
dataset2/conservative/Oggi201504_122_.jpg,5.0,3.0
dataset2/girlish/7950918923dfc4070a2b6c8e2540a537.jpg,,
dataset2/rock/245ed731ce6e69e8a10782e79714159a--creepers-outfit-black-creepers.jpg,4.0,5.0
dataset2/ethnic/20160319155548510_500.jpg,5.0,2.0
dataset2/gal/1 copy 4.jpg,,
dataset2/feminine/imgdet_1604_27916_imgdet_org.jpg,5.0,5.0
dataset2/girlish/20150220193916052_1000.jpg,5.0,3.0
dataset2/girlish/14677334_1223164014423560_4013090572343443456_n.jpg,4.0,5.0
dataset2/ethnic/20170401162912379_276.jpg,4.0,3.0
dataset2/rock/bd2b8fc9ae8c84a52d0c5d93fa56070f.jpg,5.0,5.0
dataset2/gal/IMG_5492-0.jpg,4.0,4.0
dataset2/fairy/56e31539866ab0d473adcfd883cdc790.jpg,5.0,5.0
dataset2/feminine/images(36).jpg,5.0,4.0
dataset2/natural/14718175_348068452211532_4906825717058109440_n.jpg,5.0,5.0
dataset2/ethnic/15000879402-m2-1.jpg,4.0,5.0
dataset2/dressy/main.jpg,4.0,5.0
dataset2/feminine/B006086756_271-361.jpg,4.0,4.0
dataset2/street/Woman-font-b-hip-b-font-font-b-hop-b-font-pants-Harem-Trousers-font-b.jpg,5.0,5.0
dataset2/natural/e4061-11.jpg,5.0,5.0
dataset2/lolita/fd9295593f71af1fc21dce9fd5d5b04c.jpg,5.0,5.0
dataset2/street/e3c192ef4798b2637b06b60d9da1cc75.jpg,4.0,5.0
dataset2/natural/20150709_1656197.jpg,5.0,5.0
dataset2/rock/CL034-2.jpg,5.0,4.0
dataset2/retro/43d598aafd9bc3bf93a4766daec861f3--pin-up-style-marilyn-monroe.jpg,4.0,5.0
dataset2/girlish/20160726082032767_276.jpg,5.0,5.0
dataset2/feminine/images(199).jpg,4.0,5.0
