merge_key,semantic,style_fit
dataset2/gal/bnr_20170504140110184.jpeg,5.0,5.0
dataset2/natural/21857.jpg,5.0,5.0
dataset2/conservative/o0300040011131320072.jpg,5.0,4.0
dataset2/gal/20140811064649984_500.jpg,5.0,5.0
dataset2/mode/elle-nyfw-fw17-collections-alexander-wang-08-imaxtree.jpg,5.0,5.0
dataset2/dressy/2014091818304637330_1.jpg,5.0,5.0
dataset2/street/New-famous-brand-women-jeans-solid-loose-fashion-ripped-jeans-street-style-shopping-travel-casual-hip.jpg,5.0,5.0
dataset2/girlish/dusty-pastel-one-piece-1 2.jpg,3.0,4.0
dataset2/kireime-casual/2dfd2e629072d39cfb4a7b1aa69803f3.jpg,5.0,4.0
dataset2/dressy/219163896_1.jpg,5.0,5.0
dataset2/retro/5643744994_d374f7b5b4.jpg,5.0,5.0
dataset2/kireime-casual/12534512_1030125740378780_1017393907_n.jpg,5.0,5.0
dataset2/natural/qRZMD5oWXI8bBhy_NDT2m_196.jpeg,5.0,5.0
dataset2/ethnic/20170427123111289_276.jpg,5.0,5.0
dataset2/retro/35b225d6d4a29ff5462a16229b7d38ef--red-headband-red-belt.jpg,5.0,5.0
dataset2/girlish/0d9fbf4650665907652e6e7adcf7124c.jpg,5.0,4.0
dataset2/rock/7a2c4e8c3d52e1a6c4492d24dda703cb--bright-jacket-estilo-rock.jpg,5.0,5.0
dataset2/natural/12140413ff45ff0f184c87a1ce4bf68a.jpg,5.0,5.0
dataset2/natural/514bmXqLLdL.jpg,5.0,5.0
dataset2/mode/hbz-bella-hadid-1120-splash.jpg,,
dataset2/conservative/7c7c28662d3400f0df42ea941a297210-390x500.jpg,4.0,4.0
dataset2/mode/Street-Style-Spring-Summer-2017-Simon-Chetrit-Man-Repeller_2639-667x1000.jpg,5.0,5.0
dataset2/dressy/229424055_2.jpg,5.0,5.0
dataset2/natural/9fc14_1547_ca31d223f9f77f9241a005aea0b18065.jpg,5.0,5.0
dataset2/retro/Cs2kfMmVUAA84KN.jpg,5.0,5.0
dataset2/conservative/1df2eb3dd6230dcdb1f6ab769e990c62.jpg,4.0,3.0
dataset2/feminine/images(140).jpg,5.0,5.0
dataset2/rock/7ca2348b92c53899dd08b02e981a137b--rock-look-estilo-rock.jpg,5.0,5.0
dataset2/ethnic/20160517101725100_276.jpg,4.0,5.0
dataset2/lolita/large_882495_4.jpg,5.0,5.0
dataset2/street/d6815fdc5bd92807dc88f556d73bfc2c.jpg,4.0,5.0
dataset2/girlish/337989_HMkyEs5gLp_576.jpg,5.0,4.0
dataset2/lolita/2017oukoku-slide-r3.jpg,5.0,5.0
dataset2/girlish/f0ae2f4df208db0feda09a07f0e1df3e 2.jpg,3.0,3.0
dataset2/fairy/ee70f482e9cd9058ee107cfe30fc0a4b.jpg,5.0,5.0
dataset2/dressy/201311191230506.jpg,5.0,5.0
dataset2/mode/Mode-street-style-look-tendance-sexy-en-hiver-bcbg-girl_reference.jpg,4.0,3.0
dataset2/lolita/8248fb3e4048cd6826aab26d0ff00f6e.jpg,5.0,5.0
dataset2/mode/e85262cd5c8c0089633d2514d84de569.jpg,4.0,4.0
dataset2/gal/6671021B_5_D_500.jpg,5.0,5.0
dataset2/conservative/fc2blog_20131122093754490.jpg,5.0,5.0
dataset2/fairy/11850.png,4.0,5.0
dataset2/street/New-Fashion-spring-summer-font-b-dance-b-font-font-b-hip-b-font-font-b.jpg,4.0,5.0
dataset2/fairy/30f719ca56de472a679d064a9d43c948.jpg,4.0,5.0
dataset2/rock/Taylor+Momsen+Tote+Bags+Studded+Tote+EYdSg2Mdfa3x.jpg,5.0,5.0
dataset2/fairy/2e8e991dfc803760766a751841f60c21.jpg,5.0,5.0
dataset2/mode/00121eca482880f3bca9c1594df140cc.jpg,4.0,5.0
dataset2/retro/20150801112316670_500.jpg,5.0,5.0
dataset2/dressy/1c6b0544-0ff6-4064-978f-3b0eb793f1d5.jpg,5.0,5.0
dataset2/mode/model-walks-the-runway-at-the-christian-dior-spring-summer-2016-show-picture-id491005064.jpg,4.0,4.0
