merge_key,semantic,style_fit
dataset2/conservative/WS000014-3.jpg,5.0,4.0
dataset2/rock/Jessica-Alba10_120313.jpg,5.0,5.0
dataset2/feminine/03-2.jpg,5.0,5.0
dataset2/retro/mig (7).jpg,5.0,5.0
dataset2/natural/images (7).jpeg,5.0,5.0
dataset2/retro/7adb7f2dbfdc445371864ce7759a3ff1.jpg,5.0,5.0
dataset2/gal/31404.jpg,5.0,4.0
dataset2/retro/1405047d616984_l.jpg,5.0,5.0
dataset2/ethnic/IMG_0573.png,5.0,4.0
dataset2/rock/17dc53eefab6c6048f5fd4a7c00d8ab2--grunge-punk-fashion-punk-rock-fashion.jpg,5.0,5.0
dataset2/lolita/20160409182726235_276.jpg,4.0,3.0
dataset2/dressy/2015012417045067387.jpg,5.0,5.0
dataset2/street/45390b15f4908772f10f90ed441d639c.jpg,5.0,5.0
dataset2/rock/2016-12-04 Hailey Baldwin.jpg,5.0,3.0
dataset2/gal/45867332.jpg,5.0,4.0
dataset2/street/f00cb7c40441db33d7d11177e96073d1.jpg,5.0,5.0
dataset2/conservative/8c7e7_1481_31d46d82ce0f9dc1a30be9a9468c2ff9.jpg,5.0,4.0
dataset2/girlish/11.jpg,4.0,5.0
dataset2/gal/17662891_784210895068138_82525382821019648_n copy.jpg,5.0,5.0
dataset2/kireime-casual/491794760.1.jpg,5.0,5.0
dataset2/feminine/132671908.jpg,5.0,5.0
dataset2/street/fashion-for-teens-street-style-tomboy-dfe6e68e0605ae142d0f90f050a9bf39.jpg,5.0,5.0
dataset2/gal/20151002104904054_500.jpg,5.0,5.0
dataset2/girlish/cea0c5126814eecb341c1cfedc0e0d46343db701.jpg,4.0,3.0
dataset2/mode/MODNE-NOGICZYLI-KOLEKCJE...DO-WPISU_CALZEDONIA_KOKARDARAJSTOPY.jpg,5.0,5.0
dataset2/street/1153f1b4acdb9b1e5924267f9f9352bb.jpg,5.0,5.0
dataset2/gal/image.jpeg,5.0,4.0
dataset2/mode/c81d283fc90a6e0dc032441135add12c.jpg,5.0,5.0
dataset2/mode/fed4254fff671d54eee7ea5a90eb7d6c.jpg,5.0,5.0
dataset2/kireime-casual/dd3aee3bc0a8b3b69e505445272a714d.jpg,5.0,4.0
dataset2/ethnic/d5f3a7877993a23e8e237e3e84b2eb8a--bohemian-outfit-bohemian-dresses.jpg,4.0,3.0
dataset2/ethnic/855ade9bab6a933aa1dd99be079bed05.jpg,5.0,4.0
dataset2/feminine/matome_20160204122630_56b2c4e6a8213.png,5.0,5.0
dataset2/fairy/7f6b825fd70a7eaca897e15721f73e79.jpg,5.0,5.0
dataset2/kireime-casual/351203.jpg,4.0,5.0
dataset2/girlish/20170428124043440_500.jpg,5.0,5.0
dataset2/retro/DSC_8739.jpg,5.0,5.0
dataset2/gal/smp_thum_3f1af705a785875b30e7be90d9a68280bb8d08e9.jpg,4.0,4.0
dataset2/girlish/19379805_1955069991439649_7756860538876854272_n.jpg,5.0,4.0
dataset2/natural/644201070_13.jpg,5.0,5.0
dataset2/natural/20131113231311994_276.jpg,5.0,5.0
dataset2/ethnic/20170808102333926_500.jpg,5.0,3.0
dataset2/gal/53fa965c33120-300x300.jpg,4.0,5.0
dataset2/natural/2.jpg,3.0,3.0
dataset2/dressy/yfdvwv1403257133163.jpg,5.0,5.0
dataset2/gal/smp_thum_ced8890361db05d2828468235ec5a1894927ccbf.jpg,5.0,5.0
dataset2/gal/_1434657348_7918.jpg,5.0,4.0
dataset2/fairy/5a25d429b87bbf4e9adf46f2a7bf6bd6.jpg,5.0,5.0
dataset2/natural/0 (8).jpg,5.0,5.0
dataset2/rock/alternative-fashion-beautiful-girl-Favim.com-898998.jpg,4.0,4.0
