class,acc,precision,recall,f1
conservative,0.572463768115942,0.7821782178217822,0.572463768115942,0.6610878661087866
dressy,0.9629629629629629,0.9420289855072463,0.9629629629629629,0.9523809523809523
ethnic,0.8217054263565892,0.7969924812030075,0.8217054263565892,0.8091603053435115
fairy,0.8811188811188811,0.9333333333333333,0.8811188811188811,0.9064748201438849
feminine,0.6446280991735537,0.8297872340425532,0.6446280991735537,0.7255813953488373
gal,0.8111888111888111,0.7483870967741936,0.8111888111888111,0.7785234899328859
girlish,0.7349397590361446,0.6455026455026455,0.7349397590361446,0.6873239436619718
kireime-casual,0.6835443037974683,0.6506024096385542,0.6835443037974683,0.6666666666666666
lolita,0.95,0.9440993788819876,0.95,0.9470404984423676
mode,0.8364779874213837,0.7112299465240641,0.8364779874213837,0.7687861271676301
natural,0.7441860465116279,0.8135593220338984,0.7441860465116279,0.7773279352226721
retro,0.8267716535433071,0.6645569620253164,0.8267716535433071,0.7368421052631579
rock,0.7603305785123967,0.8363636363636363,0.7603305785123967,0.7965367965367965
street,0.803921568627451,0.8978102189781022,0.803921568627451,0.8482758620689655
