class,acc,precision,recall,f1
conservative,0.7007299270072993,0.676056338028169,0.7007299270072993,0.6881720430107527
dressy,0.9703703703703703,0.9357142857142857,0.9703703703703703,0.9527272727272728
ethnic,0.8294573643410853,0.8842975206611571,0.8294573643410853,0.856
fairy,0.9440559440559441,0.9642857142857143,0.9440559440559441,0.9540636042402827
feminine,0.6115702479338843,0.8131868131868132,0.6115702479338843,0.6981132075471698
gal,0.7902097902097902,0.7847222222222222,0.7902097902097902,0.7874564459930313
girlish,0.6506024096385542,0.5454545454545454,0.6506024096385542,0.5934065934065934
kireime-casual,0.5886075949367089,0.6940298507462687,0.5886075949367089,0.636986301369863
lolita,0.975,0.9454545454545454,0.975,0.96
mode,0.7987421383647799,0.8581081081081081,0.7987421383647799,0.8273615635179153
natural,0.813953488372093,0.8333333333333334,0.813953488372093,0.8235294117647058
retro,0.7716535433070866,0.6666666666666666,0.7716535433070866,0.7153284671532847
rock,0.8016528925619835,0.776,0.8016528925619835,0.7886178861788617
street,0.8766233766233766,0.8385093167701864,0.8766233766233766,0.8571428571428571
