merge_key,style,rel_path,clip_similarity
dataset2/mode/Le-look-easy-chic_exact1900x908_p.jpg,mode,../dataset2/mode/Le-look-easy-chic_exact1900x908_p.jpg,0.3293159
dataset2/street/New-famous-brand-women-jeans-solid-loose-fashion-ripped-jeans-street-style-shopping-travel-casual-hip.jpg,street,../dataset2/street/New-famous-brand-women-jeans-solid-loose-fashion-ripped-jeans-street-style-shopping-travel-casual-hip.jpg,0.33592165
dataset2/mode/e85262cd5c8c0089633d2514d84de569.jpg,mode,../dataset2/mode/e85262cd5c8c0089633d2514d84de569.jpg,0.3277036
dataset2/conservative/f988b45a442efe29785393dc627cb120.jpg,conservative,../dataset2/conservative/f988b45a442efe29785393dc627cb120.jpg,0.35256767
dataset2/retro/images (3).jpeg,retro,../dataset2/retro/images (3).jpeg,0.30853814
dataset2/rock/5776f936272036aadb0b02722200c982.jpg,rock,../dataset2/rock/5776f936272036aadb0b02722200c982.jpg,0.36045343
dataset2/kireime-casual/20170309171803_1669196587_m.jpg,kireime-casual,../dataset2/kireime-casual/20170309171803_1669196587_m.jpg,0.35155767
dataset2/lolita/81dbc559d549ba8e5e8fde24e07558bf.jpg,lolita,../dataset2/lolita/81dbc559d549ba8e5e8fde24e07558bf.jpg,0.36670697
dataset2/natural/09d86ccff724248cebb38db3c735253ff94a715d.jpg,natural,../dataset2/natural/09d86ccff724248cebb38db3c735253ff94a715d.jpg,0.35062677
dataset2/feminine/41cb8d0c-cf86-452a-9daa-494c6d8fa9db.jpg,feminine,../dataset2/feminine/41cb8d0c-cf86-452a-9daa-494c6d8fa9db.jpg,0.29635158
dataset2/gal/images.jpg,gal,../dataset2/gal/images.jpg,0.32005507
dataset2/natural/32602-1501847m19.jpg,natural,../dataset2/natural/32602-1501847m19.jpg,0.3047357
dataset2/feminine/images(12).jpg,feminine,../dataset2/feminine/images(12).jpg,0.31070083
dataset2/feminine/f822d9e9643c368858c286b5c117b242.jpeg,feminine,../dataset2/feminine/f822d9e9643c368858c286b5c117b242.jpeg,0.2631882
dataset2/retro/Retro-Vogue-Mexico2.jpg,retro,../dataset2/retro/Retro-Vogue-Mexico2.jpg,0.31702542
dataset2/conservative/Ｂａ.jpg,conservative,../dataset2/conservative/Ｂａ.jpg,0.3113078
dataset2/gal/20151017010132460_1000.jpg,gal,../dataset2/gal/20151017010132460_1000.jpg,0.32860762
dataset2/street/8171799be129eab7fe9f2db95c90732d.jpg,street,../dataset2/street/8171799be129eab7fe9f2db95c90732d.jpg,0.30407503
dataset2/ethnic/20160904053526896_276.jpg,ethnic,../dataset2/ethnic/20160904053526896_276.jpg,0.31670523
dataset2/kireime-casual/phpUZMZ2X.jpg,kireime-casual,../dataset2/kireime-casual/phpUZMZ2X.jpg,0.30966413
dataset2/gal/mig (1).jpg,gal,../dataset2/gal/mig (1).jpg,0.33598596
dataset2/dressy/30689.jpg,dressy,../dataset2/dressy/30689.jpg,0.33507234
dataset2/rock/93f39c9643d435274ab3c41169fc618a.jpg,rock,../dataset2/rock/93f39c9643d435274ab3c41169fc618a.jpg,0.30610427
dataset2/rock/ab69331baaddd2374f176e3553059743--goth-looks-outfits-nu-goth-outfit.jpg,rock,../dataset2/rock/ab69331baaddd2374f176e3553059743--goth-looks-outfits-nu-goth-outfit.jpg,0.36379993
dataset2/rock/d55d639dcd94e7079de3ade9d1603d97.png,rock,../dataset2/rock/d55d639dcd94e7079de3ade9d1603d97.png,0.3387089
dataset2/dressy/54379914.jpg,dressy,../dataset2/dressy/54379914.jpg,0.32739684
dataset2/fairy/1db266239a8ab0da4497203376c5e461.jpg,fairy,../dataset2/fairy/1db266239a8ab0da4497203376c5e461.jpg,0.30303663
dataset2/natural/images (7).jpeg,natural,../dataset2/natural/images (7).jpeg,0.29250592
dataset2/dressy/DORISQUEENE382B9E383AAE38383E38388E382B0E383ACE383BCE3838AE382A4E38388E38389E383ACE382B9306212028729-b2eb1.jpg,dressy,../dataset2/dressy/DORISQUEENE382B9E383AAE38383E38388E382B0E383ACE383BCE3838AE382A4E38388E38389E383ACE382B9306212028729-b2eb1.jpg,0.29785493
dataset2/dressy/ohyeah-r78901.jpg,dressy,../dataset2/dressy/ohyeah-r78901.jpg,0.3108968
dataset2/ethnic/17564881B_34_D_500.jpg,ethnic,../dataset2/ethnic/17564881B_34_D_500.jpg,0.31441474
dataset2/conservative/6492.jpg,conservative,../dataset2/conservative/6492.jpg,0.3368858
dataset2/lolita/102324668.jpg,lolita,../dataset2/lolita/102324668.jpg,0.33350354
dataset2/gal/DSCN4677.JPG,gal,../dataset2/gal/DSCN4677.JPG,0.30944103
dataset2/dressy/full-house-dress-30791.jpg,dressy,../dataset2/dressy/full-house-dress-30791.jpg,0.29707745
dataset2/gal/Col5zd-WcAUPWGM.jpg,gal,../dataset2/gal/Col5zd-WcAUPWGM.jpg,0.30899432
dataset2/lolita/184beae59bbc4632dff626131f0afd4d.jpg,lolita,../dataset2/lolita/184beae59bbc4632dff626131f0afd4d.jpg,0.31422532
dataset2/lolita/nw9.jpg,lolita,../dataset2/lolita/nw9.jpg,0.32087076
dataset2/dressy/150228.png,dressy,../dataset2/dressy/150228.png,0.31496346
dataset2/retro/00040h.jpg,retro,../dataset2/retro/00040h.jpg,0.33119845
dataset2/kireime-casual/506f4fb0ee61c42d2cf8a83c387774f6.jpg,kireime-casual,../dataset2/kireime-casual/506f4fb0ee61c42d2cf8a83c387774f6.jpg,0.31899244
dataset2/conservative/00db46fdc022ee1e2850f010d4524be4j.jpg,conservative,../dataset2/conservative/00db46fdc022ee1e2850f010d4524be4j.jpg,0.3052724
dataset2/natural/IMG_8782.jpg,natural,../dataset2/natural/IMG_8782.jpg,0.3369776
dataset2/gal/o1125150013904411231.jpg,gal,../dataset2/gal/o1125150013904411231.jpg,0.33746037
dataset2/street/0c904d5a201e8bd2267277e607ec8826f.jpg,street,../dataset2/street/0c904d5a201e8bd2267277e607ec8826f.jpg,0.26343915
dataset2/fairy/724e077761ed594c433b3651eadd5571.jpg,fairy,../dataset2/fairy/724e077761ed594c433b3651eadd5571.jpg,0.30838102
dataset2/mode/d3e135f524ba5c2ee3bbadf45cb7f1cc.jpg,mode,../dataset2/mode/d3e135f524ba5c2ee3bbadf45cb7f1cc.jpg,0.32060856
dataset2/ethnic/5dd019e786e70ce8bd3374ea5f3ce722.jpg,ethnic,../dataset2/ethnic/5dd019e786e70ce8bd3374ea5f3ce722.jpg,0.3316433
dataset2/conservative/3c053c4b0b633856480b9563500c8ee2_eedda481be113042cf01d4a26e99fbcb.jpg,conservative,../dataset2/conservative/3c053c4b0b633856480b9563500c8ee2_eedda481be113042cf01d4a26e99fbcb.jpg,0.29276425
dataset2/dressy/milk.jpg,dressy,../dataset2/dressy/milk.jpg,0.28249645
dataset2/lolita/IMG_6477_zpsc06b21e0.jpg,lolita,../dataset2/lolita/IMG_6477_zpsc06b21e0.jpg,0.3255787
