merge_key,style,rel_path,clip_similarity
dataset2/kireime-casual/4dd5e050e3062d33cced4a2a663751f2.jpg,kireime-casual,../dataset2/kireime-casual/4dd5e050e3062d33cced4a2a663751f2.jpg,0.33725214
dataset2/gal/247726_20140127123028-1_576.jpg,gal,../dataset2/gal/247726_20140127123028-1_576.jpg,0.26075685
dataset2/gal/1117-02-02b.jpg,gal,../dataset2/gal/1117-02-02b.jpg,0.3312168
dataset2/kireime-casual/648d35e2c2781128c501a886f6e331a3.jpg,kireime-casual,../dataset2/kireime-casual/648d35e2c2781128c501a886f6e331a3.jpg,0.3507236
dataset2/conservative/104009_01_L.jpg,conservative,../dataset2/conservative/104009_01_L.jpg,0.35001326
dataset2/dressy/abc8eed8372168aba6e61005c52a1ac0.jpg,dressy,../dataset2/dressy/abc8eed8372168aba6e61005c52a1ac0.jpg,0.29247478
dataset2/kireime-casual/20160929094212829_276.jpg,kireime-casual,../dataset2/kireime-casual/20160929094212829_276.jpg,0.3203287
dataset2/girlish/6844094.3.0a2bf889f4f96495f94d58520f8faadd.jpg,girlish,../dataset2/girlish/6844094.3.0a2bf889f4f96495f94d58520f8faadd.jpg,0.30739915
dataset2/feminine/images(196).jpg,feminine,../dataset2/feminine/images(196).jpg,0.32000268
dataset2/mode/-2079340-1486927322.480x480uc.jpg,mode,../dataset2/mode/-2079340-1486927322.480x480uc.jpg,0.34505743
dataset2/dressy/REGINAS-8.jpg,dressy,../dataset2/dressy/REGINAS-8.jpg,0.3022686
dataset2/feminine/CanCam_1408_043-390x500.jpg,feminine,../dataset2/feminine/CanCam_1408_043-390x500.jpg,0.2897675
dataset2/conservative/Womaninsight_23097_6.jpg,conservative,../dataset2/conservative/Womaninsight_23097_6.jpg,0.33498505
dataset2/street/e9db8c036851d606a6c474db05400823.jpg,street,../dataset2/street/e9db8c036851d606a6c474db05400823.jpg,0.31842086
dataset2/ethnic/20150604083004855_276.jpg,ethnic,../dataset2/ethnic/20150604083004855_276.jpg,0.3410852
dataset2/street/ca1a27be7cbefadf609aba156db0c66c.jpg,street,../dataset2/street/ca1a27be7cbefadf609aba156db0c66c.jpg,0.31430966
dataset2/kireime-casual/c863291d-7fb0-466c-b9a8-21dabdc8e166.jpg,kireime-casual,../dataset2/kireime-casual/c863291d-7fb0-466c-b9a8-21dabdc8e166.jpg,0.36606523
dataset2/girlish/11ce1a163fbaa7676c5de56c161e1e3b.jpg,girlish,../dataset2/girlish/11ce1a163fbaa7676c5de56c161e1e3b.jpg,0.25912344
dataset2/ethnic/a85a4932-cf5d-4490-b9ac-d900e25b6504.jpg,ethnic,../dataset2/ethnic/a85a4932-cf5d-4490-b9ac-d900e25b6504.jpg,0.30348164
dataset2/fairy/86c9668455790644490f92cb06e01f1d.png,fairy,../dataset2/fairy/86c9668455790644490f92cb06e01f1d.png,0.3683962
dataset2/lolita/20111102050214_107305.jpg,lolita,../dataset2/lolita/20111102050214_107305.jpg,0.34996137
dataset2/natural/2f49422a5f41a2db8223d989b73b5a53.JPG,natural,../dataset2/natural/2f49422a5f41a2db8223d989b73b5a53.JPG,0.30739313
dataset2/street/6f45c8871b450fa7dc67b120be499ece.jpg,street,../dataset2/street/6f45c8871b450fa7dc67b120be499ece.jpg,0.28267455
