class,acc,precision,recall,f1
conservative,0.7518248175182481,0.64375,0.7518248175182481,0.6936026936026936
dressy,0.9481481481481482,0.9696969696969697,0.9481481481481482,0.9588014981273408
ethnic,0.751937984496124,0.8220338983050848,0.751937984496124,0.7854251012145749
fairy,0.972027972027972,0.952054794520548,0.972027972027972,0.9619377162629758
feminine,0.7355371900826446,0.7478991596638656,0.7355371900826446,0.7416666666666667
gal,0.6853146853146853,0.8672566371681416,0.6853146853146853,0.765625
girlish,0.7168674698795181,0.5613207547169812,0.7168674698795181,0.6296296296296297
kireime-casual,0.7531645569620253,0.601010101010101,0.7531645569620253,0.6685393258426966
lolita,0.9559748427672956,0.9620253164556962,0.9559748427672956,0.9589905362776026
mode,0.6981132075471698,0.9098360655737705,0.6981132075471698,0.7900355871886121
natural,0.751937984496124,0.8016528925619835,0.751937984496124,0.776
retro,0.7401574803149606,0.7401574803149606,0.7401574803149606,0.7401574803149606
rock,0.9098360655737705,0.7655172413793103,0.9098360655737705,0.8314606741573034
street,0.6818181818181818,0.9459459459459459,0.6818181818181818,0.7924528301886793
