class,acc,precision,recall,f1
conservative,0.7956204379562044,0.6228571428571429,0.7956204379562044,0.6987179487179487
dressy,0.9477611940298507,0.9844961240310077,0.9477611940298507,0.9657794676806084
ethnic,0.7751937984496124,0.8620689655172413,0.7751937984496124,0.8163265306122449
fairy,0.8541666666666666,0.9461538461538461,0.8541666666666666,0.8978102189781022
feminine,0.7768595041322314,0.5696969696969697,0.7768595041322314,0.6573426573426573
gal,0.7342657342657343,0.695364238410596,0.7342657342657343,0.7142857142857143
girlish,0.5602409638554217,0.6503496503496503,0.5602409638554217,0.6019417475728155
kireime-casual,0.6265822784810127,0.6073619631901841,0.6265822784810127,0.616822429906542
lolita,0.949685534591195,0.9617834394904459,0.949685534591195,0.9556962025316456
mode,0.8301886792452831,0.7586206896551724,0.8301886792452831,0.7927927927927928
natural,0.6976744186046512,0.8411214953271028,0.6976744186046512,0.7627118644067796
retro,0.7559055118110236,0.7384615384615385,0.7559055118110236,0.7470817120622568
rock,0.7786885245901639,0.7851239669421488,0.7786885245901639,0.7818930041152263
street,0.7272727272727273,0.9256198347107438,0.7272727272727273,0.8145454545454546
