true,pred,confidence,correct
13,12,0.31696486473083496,False
7,12,0.3169647753238678,False
11,12,0.3169647455215454,False
2,12,0.31696486473083496,False
6,12,0.3169647753238678,False
1,12,0.3169648349285126,False
4,12,0.31696486473083496,False
3,12,0.3169648051261902,False
9,12,0.31696486473083496,False
6,12,0.31696486473083496,False
11,12,0.3169648051261902,False
7,12,0.31696486473083496,False
13,12,0.31696486473083496,False
13,12,0.31696486473083496,False
0,12,0.3169647455215454,False
0,12,0.3169647753238678,False
5,12,0.31696486473083496,False
11,12,0.3169647753238678,False
0,12,0.31696489453315735,False
13,12,0.31696486473083496,False
8,12,0.31696486473083496,False
7,12,0.3169648051261902,False
0,12,0.31696489453315735,False
9,12,0.31696489453315735,False
8,12,0.31696486473083496,False
3,12,0.3169647455215454,False
3,12,0.3169647753238678,False
6,12,0.31696486473083496,False
6,12,0.31696489453315735,False
11,12,0.3169647753238678,False
8,12,0.31696486473083496,False
9,12,0.31696486473083496,False
11,12,0.31696486473083496,False
12,12,0.3169647455215454,True
6,12,0.31696489453315735,False
9,12,0.3169648051261902,False
10,12,0.31696486473083496,False
10,12,0.31696486473083496,False
0,12,0.31696489453315735,False
0,12,0.31696486473083496,False
9,12,0.31696486473083496,False
9,12,0.31696486473083496,False
6,12,0.31696486473083496,False
8,12,0.3169648051261902,False
1,12,0.31696486473083496,False
6,12,0.31696486473083496,False
5,12,0.3169647753238678,False
1,12,0.31696489453315735,False
10,12,0.31696486473083496,False
12,12,0.3169648349285126,True
6,12,0.3169647753238678,False
7,12,0.3169648349285126,False
8,12,0.3169647753238678,False
10,12,0.31696486473083496,False
12,12,0.31696486473083496,True
4,12,0.3169647753238678,False
11,12,0.31696486473083496,False
6,12,0.3169648051261902,False
4,12,0.3169648051261902,False
10,12,0.31696486473083496,False
1,12,0.31696486473083496,False
4,12,0.31696492433547974,False
1,12,0.31696486473083496,False
8,12,0.31696486473083496,False
11,12,0.3169648051261902,False
7,12,0.31696489453315735,False
4,12,0.31696486473083496,False
4,12,0.31696486473083496,False
3,12,0.31696486473083496,False
7,12,0.31696489453315735,False
4,12,0.3169647753238678,False
13,12,0.3169648051261902,False
6,12,0.3169647455215454,False
0,12,0.31696486473083496,False
10,12,0.31696492433547974,False
6,12,0.3169648051261902,False
8,12,0.3169648349285126,False
8,12,0.3169647753238678,False
0,12,0.3169648051261902,False
1,12,0.3169648051261902,False
0,12,0.3169648349285126,False
13,12,0.3169647753238678,False
10,12,0.3169648349285126,False
9,12,0.31696486473083496,False
9,12,0.3169648349285126,False
12,12,0.3169648349285126,True
3,12,0.31696486473083496,False
8,12,0.3169648349285126,False
0,12,0.31696486473083496,False
12,12,0.3169647455215454,True
2,12,0.31696486473083496,False
4,12,0.3169648051261902,False
9,12,0.31696486473083496,False
10,12,0.3169647455215454,False
3,12,0.3169647753238678,False
3,12,0.3169647753238678,False
0,12,0.31696486473083496,False
5,12,0.31696486473083496,False
3,12,0.3169648051261902,False
7,12,0.31696486473083496,False
1,12,0.31696489453315735,False
12,12,0.31696486473083496,True
7,12,0.3169647753238678,False
13,12,0.31696486473083496,False
6,12,0.31696486473083496,False
0,12,0.31696486473083496,False
2,12,0.3169648051261902,False
6,12,0.316964715719223,False
2,12,0.31696486473083496,False
6,12,0.316964715719223,False
7,12,0.31696486473083496,False
8,12,0.31696486473083496,False
9,12,0.3169648051261902,False
