true,pred,confidence,correct
13,2,0.9333144426345825,False
7,2,0.8517481684684753,False
11,2,0.8174629211425781,False
2,2,0.9476040601730347,True
6,2,0.8744682669639587,False
1,2,0.5231451988220215,False
4,2,0.7823565006256104,False
3,2,0.9460405707359314,False
9,2,0.7560293078422546,False
6,2,0.7752147316932678,False
11,2,0.8872096538543701,False
7,2,0.7106546759605408,False
13,2,0.9482880234718323,False
13,2,0.6924392580986023,False
0,2,0.7734653353691101,False
0,2,0.7594942450523376,False
5,2,0.7571263313293457,False
11,2,0.8600648641586304,False
0,2,0.834415853023529,False
13,2,0.941049337387085,False
8,2,0.9152799248695374,False
7,2,0.9139330983161926,False
0,2,0.8075628280639648,False
9,2,0.8020368814468384,False
8,2,0.3748272955417633,False
3,2,0.9357171654701233,False
3,2,0.9465062022209167,False
6,2,0.9214394688606262,False
6,2,0.8631802201271057,False
11,2,0.8165309429168701,False
8,2,0.6775674819946289,False
9,2,0.814039409160614,False
11,2,0.8584465980529785,False
12,2,0.8848487734794617,False
6,2,0.9007482528686523,False
9,2,0.8271793723106384,False
10,2,0.7088593244552612,False
10,2,0.8484576344490051,False
0,2,0.8713597059249878,False
0,2,0.7474272847175598,False
9,2,0.6876511573791504,False
9,2,0.7972484827041626,False
6,2,0.9293641448020935,False
8,2,0.8870357871055603,False
1,2,0.5641679763793945,False
6,2,0.8027706146240234,False
5,2,0.78504478931427,False
1,2,0.5078534483909607,False
10,2,0.8439587950706482,False
12,2,0.563873827457428,False
6,2,0.9181314706802368,False
7,2,0.750431478023529,False
8,2,0.6265778541564941,False
10,2,0.7281714677810669,False
12,2,0.8650981783866882,False
4,2,0.6015269160270691,False
11,2,0.8022339344024658,False
6,2,0.4318014681339264,False
4,2,0.5908665657043457,False
10,2,0.7755618691444397,False
1,2,0.7993454933166504,False
4,2,0.7728646397590637,False
1,5,0.27777352929115295,False
8,2,0.5410463213920593,False
11,2,0.6722242832183838,False
7,2,0.8838822245597839,False
4,2,0.7153798341751099,False
4,2,0.9295347929000854,False
3,2,0.9564256072044373,False
7,2,0.5550974011421204,False
4,2,0.8133150339126587,False
13,2,0.9556314945220947,False
6,2,0.768156886100769,False
0,2,0.5268678069114685,False
10,2,0.9021390080451965,False
6,2,0.9659386277198792,False
8,2,0.9561834335327148,False
8,2,0.8510851263999939,False
0,2,0.5537604689598083,False
1,5,0.201817125082016,False
0,2,0.33456164598464966,False
13,2,0.8871529698371887,False
10,2,0.850669801235199,False
9,2,0.5197394490242004,False
9,2,0.7592595815658569,False
12,2,0.9027959704399109,False
3,2,0.9575954675674438,False
8,2,0.9377556443214417,False
0,2,0.8653610944747925,False
12,2,0.9162972569465637,False
2,2,0.9031389355659485,True
4,2,0.8486918807029724,False
9,2,0.5935383439064026,False
10,2,0.4340939223766327,False
3,2,0.890245795249939,False
3,2,0.8763816952705383,False
0,2,0.8109610676765442,False
5,2,0.7184327244758606,False
3,2,0.9610109925270081,False
7,2,0.7935943603515625,False
1,2,0.7379933595657349,False
12,2,0.8866593837738037,False
7,2,0.9091711640357971,False
13,2,0.9335011839866638,False
6,2,0.8985033631324768,False
0,2,0.6828736066818237,False
2,2,0.855110228061676,True
6,2,0.9048736691474915,False
2,2,0.9149665236473083,True
6,2,0.9257392883300781,False
7,2,0.8809352517127991,False
8,2,0.8860979080200195,False
9,2,0.7065645456314087,False
6,2,0.8500266075134277,False
9,2,0.3519730269908905,False
13,2,0.8631278872489929,False
3,2,0.8298247456550598,False
4,2,0.8665139675140381,False
7,2,0.8245152831077576,False
7,2,0.8488031029701233,False
2,2,0.6705706715583801,True
6,2,0.8472933173179626,False
12,2,0.6947690844535828,False
10,2,0.8101218342781067,False
6,2,0.8456301689147949,False
11,2,0.826671302318573,False
3,2,0.9610525965690613,False
3,2,0.9557041525840759,False
4,2,0.7122833132743835,False
8,2,0.39108648896217346,False
11,2,0.8669716715812683,False
0,2,0.7226411700248718,False
6,2,0.861198365688324,False
13,2,0.8301937580108643,False
0,2,0.7918499112129211,False
6,2,0.9090576171875,False
11,2,0.8648411631584167,False
10,2,0.8661996126174927,False
10,2,0.8654577136039734,False
