class,acc,precision,recall,f1
conservative,0.6884057971014492,0.6333333333333333,0.6884057971014492,0.6597222222222222
dressy,0.917910447761194,0.9389312977099237,0.917910447761194,0.9283018867924528
ethnic,0.8294573643410853,0.8770491803278688,0.8294573643410853,0.852589641434263
fairy,0.9236111111111112,0.9047619047619048,0.9236111111111112,0.9140893470790378
feminine,0.6363636363636364,0.7857142857142857,0.6363636363636364,0.7031963470319634
gal,0.8041958041958042,0.8156028368794326,0.8041958041958042,0.8098591549295775
girlish,0.6867469879518072,0.6162162162162163,0.6867469879518072,0.6495726495726496
kireime-casual,0.7025316455696202,0.5663265306122449,0.7025316455696202,0.6271186440677966
lolita,0.95625,0.9386503067484663,0.95625,0.9473684210526315
mode,0.8113207547169812,0.8012422360248447,0.8113207547169812,0.80625
natural,0.6511627906976745,0.8235294117647058,0.6511627906976745,0.7272727272727273
retro,0.7244094488188977,0.7931034482758621,0.7244094488188977,0.757201646090535
rock,0.768595041322314,0.775,0.768595041322314,0.7717842323651453
street,0.8562091503267973,0.8733333333333333,0.8562091503267973,0.8646864686468647
