class,acc,precision,recall,f1
conservative,0.7608695652173914,0.7241379310344828,0.7608695652173914,0.7420494699646644
dressy,0.9626865671641791,0.9485294117647058,0.9626865671641791,0.9555555555555556
ethnic,0.627906976744186,0.84375,0.627906976744186,0.72
fairy,0.8680555555555556,0.9124087591240876,0.8680555555555556,0.8896797153024911
feminine,0.768595041322314,0.7045454545454546,0.768595041322314,0.7351778656126482
gal,0.6853146853146853,0.8235294117647058,0.6853146853146853,0.7480916030534351
girlish,0.608433734939759,0.6778523489932886,0.608433734939759,0.6412698412698413
kireime-casual,0.5949367088607594,0.7401574803149606,0.5949367088607594,0.6596491228070176
lolita,0.98125,0.8920454545454546,0.98125,0.9345238095238095
mode,0.7735849056603774,0.7784810126582279,0.7735849056603774,0.7760252365930599
natural,0.875968992248062,0.6608187134502924,0.875968992248062,0.7533333333333333
retro,0.8031496062992126,0.6035502958579881,0.8031496062992126,0.6891891891891891
rock,0.8099173553719008,0.7716535433070866,0.8099173553719008,0.7903225806451613
street,0.7973856209150327,0.8714285714285714,0.7973856209150327,0.8327645051194539
