class,acc,precision,recall,f1
conservative,0.7753623188405797,0.6524390243902439,0.7753623188405797,0.7086092715231788
dressy,0.9402985074626866,0.9545454545454546,0.9402985074626866,0.9473684210526315
ethnic,0.8062015503875969,0.8524590163934426,0.8062015503875969,0.8286852589641435
fairy,0.9090909090909091,0.948905109489051,0.9090909090909091,0.9285714285714286
feminine,0.7933884297520661,0.75,0.7933884297520661,0.7710843373493976
gal,0.7692307692307693,0.7432432432432432,0.7692307692307693,0.7560137457044673
girlish,0.5963855421686747,0.6513157894736842,0.5963855421686747,0.6226415094339622
kireime-casual,0.6835443037974683,0.6067415730337079,0.6835443037974683,0.6428571428571429
lolita,0.94375,0.9741935483870968,0.94375,0.9587301587301588
mode,0.8490566037735849,0.7105263157894737,0.8490566037735849,0.7736389684813754
natural,0.6976744186046512,0.8737864077669902,0.6976744186046512,0.7758620689655172
retro,0.6692913385826772,0.7456140350877193,0.6692913385826772,0.7053941908713693
rock,0.7786885245901639,0.7786885245901639,0.7786885245901639,0.7786885245901639
street,0.7450980392156863,0.8321167883211679,0.7450980392156863,0.7862068965517242
