true,pred,confidence,correct
2,2,0.9989915490150452,True
12,12,0.9946564435958862,True
11,1,0.976610541343689,False
0,0,0.5333902835845947,True
6,6,0.9239858388900757,True
1,1,0.9999969005584717,True
8,8,0.999826967716217,True
13,13,0.7756537795066833,True
6,6,0.9557291865348816,True
4,4,0.8444613814353943,True
12,12,0.9134153127670288,True
3,3,0.9995940327644348,True
8,8,0.9924935102462769,True
12,12,0.9930114150047302,True
5,5,0.9996830224990845,True
6,7,0.5098033547401428,False
13,13,0.999958872795105,True
7,7,0.9018747210502625,True
4,4,0.9225224256515503,True
7,7,0.8366762399673462,True
7,0,0.7019354104995728,False
1,1,0.999942421913147,True
6,6,0.9640147089958191,True
13,13,0.7612580060958862,True
0,0,0.8616222143173218,True
0,9,0.582156240940094,False
8,8,0.9997381567955017,True
4,4,0.9946579337120056,True
8,8,0.9988104104995728,True
8,8,0.9998507499694824,True
1,1,0.9999966621398926,True
5,5,0.9989950060844421,True
2,1,0.46729615330696106,False
5,5,0.9973942041397095,True
11,8,0.939365565776825,False
11,11,0.9271252751350403,True
2,11,0.43162333965301514,False
9,9,0.9728813171386719,True
12,12,0.9909060001373291,True
1,1,0.9999948740005493,True
0,0,0.8195874094963074,True
10,10,0.9864424467086792,True
13,13,0.9998999834060669,True
12,12,0.9946550130844116,True
6,6,0.7496621012687683,True
10,10,0.974365770816803,True
6,6,0.9900745749473572,True
13,13,0.9997244477272034,True
2,2,0.9640563130378723,True
4,4,0.9756327867507935,True
8,8,0.8720447421073914,True
8,8,0.9838654398918152,True
9,9,0.9909648895263672,True
13,13,0.9999028444290161,True
12,12,0.9968051910400391,True
11,4,0.7984864711761475,False
10,10,0.9924799203872681,True
9,12,0.6530755758285522,False
1,1,0.9999737739562988,True
13,13,0.9999275207519531,True
4,6,0.42179548740386963,False
4,4,0.8261070251464844,True
3,3,0.9982738494873047,True
7,7,0.493854820728302,True
7,7,0.9224027991294861,True
9,9,0.8055927753448486,True
12,12,0.9929961562156677,True
10,2,0.9090753197669983,False
3,3,0.9997113347053528,True
10,10,0.8806753754615784,True
8,8,0.9997003078460693,True
8,8,0.9993672966957092,True
4,1,0.9533176422119141,False
9,9,0.9790366291999817,True
9,9,0.8376067280769348,True
6,6,0.8888363242149353,True
7,7,0.9334147572517395,True
10,7,0.7165835499763489,False
12,12,0.995979905128479,True
12,12,0.9917591214179993,True
5,5,0.7071366310119629,True
8,8,0.999841570854187,True
11,11,0.9995903372764587,True
10,10,0.9089527726173401,True
6,4,0.6412936449050903,False
9,0,0.641123354434967,False
3,3,0.9997445940971375,True
9,9,0.49897500872612,True
6,6,0.9911448359489441,True
1,1,0.9999552965164185,True
1,1,0.9999793767929077,True
6,5,0.8652132749557495,False
10,10,0.9834885001182556,True
11,11,0.9995809197425842,True
7,7,0.7484627962112427,True
2,2,0.999030590057373,True
4,4,0.9953495860099792,True
4,4,0.9950392842292786,True
12,12,0.9928845763206482,True
5,7,0.5755302906036377,False
8,8,0.9998553991317749,True
8,8,0.9998944997787476,True
6,6,0.9055998921394348,True
0,7,0.5114218592643738,False
5,5,0.9505077004432678,True
3,8,0.9906869530677795,False
1,1,0.9994385838508606,True
9,9,0.9959201812744141,True
1,1,0.9986856579780579,True
11,11,0.9998435974121094,True
0,0,0.9802929759025574,True
12,12,0.9978360533714294,True
6,6,0.7614864110946655,True
13,13,0.9998642206192017,True
3,3,0.9976382255554199,True
12,6,0.9675119519233704,False
11,11,0.96109938621521,True
13,13,0.9996434450149536,True
13,13,0.6618618369102478,True
2,2,0.9996306896209717,True
1,1,0.9999918937683105,True
13,13,0.9999591112136841,True
13,13,0.9770482778549194,True
7,7,0.9394441843032837,True
11,11,0.9999029636383057,True
13,13,0.9992644190788269,True
9,9,0.9665728211402893,True
9,9,0.9811465740203857,True
3,3,0.999488115310669,True
1,1,0.9999816417694092,True
2,11,0.682623565196991,False
13,13,0.9929591417312622,True
3,3,0.9877206683158875,True
1,1,0.9999858140945435,True
8,2,0.5732612609863281,False
2,7,0.662409782409668,False
0,0,0.9643879532814026,True
6,5,0.9350396394729614,False
6,4,0.3365504741668701,False
13,13,0.6990946531295776,True
8,8,0.9998371601104736,True
12,12,0.9859060049057007,True
6,6,0.3504718244075775,True
9,9,0.9977850914001465,True
4,4,0.9093216061592102,True
1,1,0.9999955892562866,True
8,8,0.9934163093566895,True
12,9,0.9326176047325134,False
11,10,0.9946251511573792,False
13,13,0.953632116317749,True
7,7,0.7106034755706787,True
9,9,0.9939092397689819,True
2,10,0.9944819211959839,False
6,11,0.6338477730751038,False
10,10,0.8793582320213318,True
6,6,0.9594224095344543,True
6,6,0.44766026735305786,True
3,3,0.9989277720451355,True
10,10,0.9959160685539246,True
13,13,0.9989919066429138,True
6,6,0.48909494280815125,True
6,6,0.35255372524261475,True
0,0,0.967589795589447,True
13,13,0.996182382106781,True
1,1,0.9999837875366211,True
2,2,0.9996494054794312,True
0,0,0.928208589553833,True
6,6,0.7726285457611084,True
11,11,0.9997448325157166,True
11,11,0.9998691082000732,True
4,4,0.9864023327827454,True
4,5,0.984501302242279,False
13,13,0.9989426732063293,True
1,1,0.9999395608901978,True
0,0,0.8263654112815857,True
11,11,0.5638134479522705,True
4,4,0.43246570229530334,True
12,12,0.9314696788787842,True
8,8,0.9931429624557495,True
11,2,0.9386779069900513,False
6,6,0.7565310001373291,True
1,1,0.9999939203262329,True
11,9,0.9983957409858704,False
10,10,0.9096808433532715,True
0,0,0.9737870693206787,True
0,0,0.983725368976593,True
7,6,0.895784854888916,False
11,11,0.986247718334198,True
5,5,0.8377124071121216,True
8,8,0.9998573064804077,True
2,2,0.9839868545532227,True
5,5,0.9970346689224243,True
3,3,0.9996300935745239,True
1,1,0.9999911785125732,True
2,6,0.5429262518882751,False
8,8,0.9316756129264832,True
2,7,0.7259674668312073,False
4,4,0.8077452182769775,True
9,9,0.9351317882537842,True
9,9,0.9958231449127197,True
7,7,0.9896731376647949,True
13,13,0.9727022051811218,True
13,13,0.999884843826294,True
5,5,0.9898451566696167,True
5,5,0.9999269247055054,True
1,1,0.9999775886535645,True
12,13,0.9442735314369202,False
5,5,0.9996933937072754,True
3,3,0.996407687664032,True
9,9,0.9752349257469177,True
13,13,0.99994957447052,True
1,1,0.9999885559082031,True
12,12,0.9955928921699524,True
8,8,0.99981290102005,True
13,13,0.8996400237083435,True
3,8,0.9905942678451538,False
12,12,0.970003068447113,True
11,11,0.9995649456977844,True
7,7,0.9003204703330994,True
4,4,0.6267755627632141,True
