class,acc,precision,recall,f1
conservative,0.7608695652173914,0.7291666666666666,0.7608695652173914,0.7446808510638298
dressy,0.9552238805970149,0.9552238805970149,0.9552238805970149,0.9552238805970149
ethnic,0.6744186046511628,0.8787878787878788,0.6744186046511628,0.7631578947368421
fairy,0.9230769230769231,0.9361702127659575,0.9230769230769231,0.9295774647887324
feminine,0.8099173553719008,0.7368421052631579,0.8099173553719008,0.7716535433070866
gal,0.7832167832167832,0.8421052631578947,0.7832167832167832,0.8115942028985508
girlish,0.6987951807228916,0.6373626373626373,0.6987951807228916,0.6666666666666666
kireime-casual,0.7278481012658228,0.6647398843930635,0.7278481012658228,0.6948640483383686
lolita,0.96875,0.9226190476190477,0.96875,0.9451219512195121
mode,0.7610062893081762,0.8013245033112583,0.7610062893081762,0.7806451612903226
natural,0.7441860465116279,0.8421052631578947,0.7441860465116279,0.7901234567901234
retro,0.6614173228346457,0.711864406779661,0.6614173228346457,0.6857142857142857
rock,0.8181818181818182,0.7333333333333333,0.8181818181818182,0.7734375
street,0.8441558441558441,0.8280254777070064,0.8441558441558441,0.8360128617363344
