class,acc,precision,recall,f1
conservative,0.5507246376811594,0.7307692307692307,0.5507246376811594,0.628099173553719
dressy,0.9626865671641791,0.9626865671641791,0.9626865671641791,0.9626865671641791
ethnic,0.9224806201550387,0.6197916666666666,0.9224806201550387,0.7414330218068536
fairy,0.8680555555555556,0.9541984732824428,0.8680555555555556,0.9090909090909091
feminine,0.6776859504132231,0.8631578947368421,0.6776859504132231,0.7592592592592593
gal,0.8461538461538461,0.7378048780487805,0.8461538461538461,0.7882736156351792
girlish,0.5903614457831325,0.6533333333333333,0.5903614457831325,0.620253164556962
kireime-casual,0.7341772151898734,0.5296803652968036,0.7341772151898734,0.6153846153846154
lolita,0.96875,0.950920245398773,0.96875,0.9597523219814241
mode,0.7987421383647799,0.7604790419161677,0.7987421383647799,0.7791411042944786
natural,0.5503875968992248,0.8875,0.5503875968992248,0.6794258373205742
retro,0.6535433070866141,0.7033898305084746,0.6535433070866141,0.6775510204081633
rock,0.8099173553719008,0.6901408450704225,0.8099173553719008,0.7452471482889734
street,0.7189542483660131,0.8943089430894309,0.7189542483660131,0.7971014492753623
