true,pred,confidence,correct
11,11,0.8159951567649841,True
11,4,0.6135506629943848,False
9,7,0.13867491483688354,False
9,0,0.14434504508972168,False
11,4,0.40725719928741455,False
2,11,0.5733518004417419,False
6,11,0.3897508978843689,False
10,4,0.5049523711204529,False
9,11,0.4608168303966522,False
0,0,0.24848632514476776,True
9,11,0.4628940224647522,False
2,11,0.43121588230133057,False
10,2,0.1881202608346939,False
10,4,0.30285128951072693,False
7,4,0.18619640171527863,False
6,11,0.21473084390163422,False
13,11,0.3630369007587433,False
0,4,0.3850941061973572,False
6,11,0.18270283937454224,False
1,1,0.9587526321411133,True
7,7,0.10752271115779877,True
4,4,0.4949715733528137,True
12,11,0.15699166059494019,False
8,11,0.9033626317977905,False
0,4,0.14968077838420868,False
11,4,0.25438690185546875,False
8,11,0.8909066915512085,False
4,11,0.29561400413513184,False
9,4,0.21788917481899261,False
6,4,0.18113146722316742,False
1,4,0.4090951085090637,False
7,4,0.29502072930336,False
13,0,0.2682620584964752,False
4,4,0.2614229917526245,True
9,4,0.2581588625907898,False
5,11,0.3375951051712036,False
13,4,0.2226051539182663,False
6,4,0.20462411642074585,False
11,0,0.23226216435432434,False
5,11,0.3270815908908844,False
6,4,0.3084236979484558,False
6,4,0.32895171642303467,False
1,11,0.6339359879493713,False
10,4,0.5107257962226868,False
3,11,0.6519137024879456,False
4,4,0.2668881416320801,True
13,11,0.17725834250450134,False
13,2,0.40763339400291443,False
8,11,0.7289740443229675,False
5,11,0.4173513948917389,False
8,11,0.5423491597175598,False
8,11,0.987301230430603,False
7,4,0.3615990877151489,False
7,2,0.11507204174995422,False
0,4,0.22278793156147003,False
8,11,0.4665462076663971,False
1,1,0.8158563375473022,True
6,4,0.25958874821662903,False
0,11,0.17892009019851685,False
3,11,0.5411928296089172,False
5,4,0.3892342746257782,False
10,11,0.43626639246940613,False
5,2,0.1370529979467392,False
8,4,0.25030121207237244,False
3,4,0.19065739214420319,False
2,11,0.6278415322303772,False
8,0,0.27631857991218567,False
8,4,0.6453168392181396,False
11,4,0.43440181016921997,False
0,4,0.16876615583896637,False
1,4,0.40886569023132324,False
3,11,0.8012596964836121,False
0,4,0.33325329422950745,False
6,4,0.40083158016204834,False
6,11,0.21220409870147705,False
6,11,0.4370349645614624,False
11,11,0.7515618801116943,True
9,4,0.37402236461639404,False
6,11,0.3824993371963501,False
7,4,0.2237662971019745,False
12,11,0.5705986618995667,False
7,4,0.1489395797252655,False
9,0,0.12370602041482925,False
8,11,0.330277681350708,False
8,4,0.2950561046600342,False
9,4,0.1789943277835846,False
0,0,0.299023300409317,True
1,1,0.5678213238716125,True
10,4,0.3940257728099823,False
6,11,0.21417436003684998,False
13,11,0.5686956644058228,False
8,4,0.30896449089050293,False
11,11,0.6837919354438782,True
0,4,0.35101914405822754,False
13,4,0.24999836087226868,False
1,4,0.4755193889141083,False
5,4,0.16831010580062866,False
2,4,0.29913970828056335,False
13,11,0.4143591523170471,False
12,4,0.13611364364624023,False
9,4,0.29524531960487366,False
6,4,0.261152446269989,False
12,4,0.11144347488880157,False
3,11,0.40268877148628235,False
8,11,0.3864858150482178,False
2,4,0.16452451050281525,False
11,4,0.45173466205596924,False
6,11,0.5596140027046204,False
9,4,0.3438751697540283,False
2,11,0.330059289932251,False
6,11,0.40153178572654724,False
12,4,0.16893209517002106,False
13,11,0.2296033501625061,False
6,4,0.2582034468650818,False
2,4,0.548692524433136,False
3,11,0.6184700131416321,False
2,11,0.7960466742515564,False
8,11,0.8566105365753174,False
10,4,0.25274857878685,False
12,0,0.15043359994888306,False
1,4,0.3561837077140808,False
0,2,0.25163596868515015,False
0,4,0.351248562335968,False
0,4,0.23662737011909485,False
2,4,0.15052150189876556,False
7,4,0.18847250938415527,False
12,5,0.13084369897842407,False
10,4,0.1841154247522354,False
7,4,0.12090341746807098,False
0,4,0.19933192431926727,False
6,11,0.16248339414596558,False
12,11,0.34068793058395386,False
13,2,0.3348767161369324,False
7,4,0.18953022360801697,False
7,4,0.31172263622283936,False
12,4,0.15532304346561432,False
4,11,0.3146303594112396,False
