merge_key,semantic,style_fit
dataset/natural/natural_597.jpg,1.0,2.0
dataset/ethnic/ethnic_218.jpg,4.0,2.0
dataset/rock/rock_112.jpg,4.0,5.0
dataset/conservative/conservative_149.jpg,4.0,3.0
dataset/natural/natural_342.jpg,5.0,5.0
dataset/fairy/fairy_267.jpg,3.0,4.0
dataset/natural/natural_820.jpg,4.0,3.0
dataset/girlish/girlish_39.jpeg,4.0,3.0
dataset/retro/retro_283.jpg,5.0,5.0
dataset/gal/gal_631.jpg,4.0,5.0
dataset/lolita/lolita_926.jpg,4.0,5.0
dataset/mode/mode_288.jpg,5.0,5.0
dataset/gal/gal_266.jpg,3.0,4.0
dataset/dressy/dressy_303.jpg,5.0,5.0
dataset/conservative/conservative_849.jpg,4.0,3.0
dataset/conservative/conservative_437.jpg,2.0,3.0
dataset/ethnic/ethnic_699.jpg,4.0,3.0
dataset/feminine/feminine_36.jpg,5.0,5.0
dataset/fairy/fairy_361.jpg,4.0,3.0
dataset/conservative/conservative_326.jpg,5.0,3.0
dataset/conservative/conservative_84.jpg,,
dataset/gal/gal_791.jpg,5.0,5.0
dataset/dressy/dressy_451.jpg,5.0,5.0
dataset/street/street_110.jpg,4.0,4.0
dataset/fairy/fairy_628.jpg,4.0,3.0
dataset/girlish/girlish_1096.png,4.0,3.0
dataset/feminine/feminine_461.jpg,4.0,4.0
dataset/rock/rock_262.jpg,4.0,3.0
dataset/mode/mode_330.jpg,4.0,5.0
dataset/feminine/feminine_130.jpg,4.0,4.0
dataset/natural/natural_37.jpg,5.0,4.0
dataset/dressy/dressy_600.jpg,5.0,5.0
dataset/lolita/lolita_296.jpg,5.0,5.0
dataset/dressy/dressy_62.jpg,4.0,4.0
dataset/dressy/dressy_155.jpg,5.0,5.0
dataset/fairy/fairy_98.jpg,5.0,5.0
dataset/lolita/lolita_311.jpg,5.0,5.0
dataset/kireime-casual/kireime-casual_742.jpg,3.0,4.0
dataset/conservative/conservative_536.jpg,4.0,3.0
dataset/dressy/dressy_691.jpg,4.0,5.0
dataset/retro/retro_211.jpg,3.0,4.0
dataset/gal/gal_432.jpg,4.0,4.0
dataset/mode/mode_235.jpg,4.0,5.0
dataset/feminine/feminine_599.jpg,3.0,4.0
dataset/conservative/conservative_370.jpg,3.0,2.0
dataset/mode/mode_457.jpg,5.0,5.0
dataset/dressy/dressy_692.jpg,5.0,5.0
dataset/girlish/girlish_547.jpeg,4.0,3.0
dataset/dressy/dressy_705.jpg,4.0,5.0
dataset/dressy/dressy_863.jpg,3.0,4.0
