merge_key,semantic,style_fit
dataset/fairy/fairy_891.jpg,5.0,5.0
dataset/dressy/dressy_732.jpg,5.0,5.0
dataset/gal/gal_277.jpg,5.0,4.0
dataset/conservative/conservative_186.jpeg,2.0,3.0
dataset/girlish/girlish_28.jpg,4.0,3.0
dataset/gal/gal_497.jpg,4.0,3.0
dataset/dressy/dressy_619.jpg,4.0,5.0
dataset/mode/mode_56.jpg,4.0,4.0
dataset/fairy/fairy_444.jpg,2.0,2.0
dataset/kireime-casual/kireime-casual_561.jpg,5.0,5.0
dataset/rock/rock_118.jpg,4.0,4.0
dataset/feminine/feminine_238.jpg,5.0,5.0
dataset/rock/rock_699.jpg,5.0,5.0
dataset/rock/rock_156.jpg,5.0,5.0
dataset/lolita/lolita_912.jpg,5.0,5.0
dataset/retro/retro_642.jpg,4.0,3.0
dataset/feminine/feminine_13.jpg,,
dataset/ethnic/ethnic_371.jpg,4.0,5.0
dataset/kireime-casual/kireime-casual_437.jpg,3.0,4.0
dataset/gal/gal_118.jpg,4.0,4.0
dataset/lolita/lolita_44.jpg,4.0,5.0
dataset/feminine/feminine_656.jpg,3.0,4.0
dataset/rock/rock_178.jpg,4.0,3.0
dataset/conservative/conservative_305.jpg,4.0,3.0
dataset/gal/gal_490.jpg,4.0,4.0
dataset/gal/gal_295.jpg,3.0,4.0
dataset/dressy/dressy_815.jpg,5.0,5.0
dataset/mode/mode_540.jpg,3.0,4.0
dataset/fairy/fairy_938.jpg,4.0,3.0
dataset/retro/retro_613.jpg,4.0,4.0
dataset/natural/natural_271.jpg,3.0,4.0
dataset/gal/gal_439.jpg,4.0,4.0
dataset/ethnic/ethnic_442.jpg,4.0,3.0
dataset/kireime-casual/kireime-casual_72.jpg,2.0,2.0
dataset/gal/gal_923.jpeg,2.0,3.0
dataset/gal/gal_606.jpg,5.0,5.0
dataset/mode/mode_78.jpg,1.0,1.0
dataset/fairy/fairy_699.jpg,,
dataset/street/street_841.jpg,4.0,4.0
dataset/natural/natural_401.jpg,3.0,2.0
dataset/dressy/dressy_578.jpg,5.0,5.0
dataset/lolita/lolita_302.jpg,4.0,5.0
dataset/kireime-casual/kireime-casual_403.jpg,5.0,4.0
dataset/retro/retro_703.jpg,5.0,4.0
dataset/kireime-casual/kireime-casual_376.jpg,4.0,4.0
dataset/girlish/girlish_156.jpg,2.0,4.0
dataset/retro/retro_45.jpg,5.0,4.0
dataset/conservative/conservative_454.jpg,4.0,2.0
dataset/gal/gal_440.jpg,3.0,4.0
dataset/retro/retro_242.jpg,4.0,3.0
