merge_key,semantic,style_fit
dataset/retro/retro_793.jpg,5.0,5.0
dataset/girlish/girlish_777.jpg,4.0,3.0
dataset/gal/gal_897.jpg,4.0,4.0
dataset/ethnic/ethnic_836.jpg,4.0,3.0
dataset/natural/natural_520.jpg,4.0,5.0
dataset/mode/mode_794.jpg,2.0,3.0
dataset/conservative/conservative_521.jpg,1.0,3.0
dataset/natural/natural_481.jpg,2.0,2.0
dataset/ethnic/ethnic_603.jpg,3.0,2.0
dataset/conservative/conservative_473.jpg,4.0,3.0
dataset/natural/natural_466.jpg,3.0,4.0
dataset/street/street_669.jpg,5.0,5.0
dataset/lolita/lolita_909.jpg,3.0,4.0
dataset/fairy/fairy_66.jpg,4.0,4.0
dataset/ethnic/ethnic_128.jpg,4.0,3.0
dataset/gal/gal_278.jpg,5.0,5.0
dataset/street/street_289.jpg,5.0,5.0
dataset/retro/retro_253.jpg,4.0,3.0
dataset/kireime-casual/kireime-casual_161.jpg,5.0,5.0
dataset/conservative/conservative_169.jpg,5.0,4.0
dataset/lolita/lolita_872.jpg,4.0,4.0
dataset/feminine/feminine_535.jpg,3.0,4.0
dataset/mode/mode_573.jpg,5.0,5.0
dataset/girlish/girlish_529.jpeg,4.0,3.0
dataset/girlish/girlish_615.jpg,2.0,3.0
dataset/dressy/dressy_703.jpg,5.0,5.0
dataset/retro/retro_371.jpg,5.0,5.0
dataset/lolita/lolita_1021.jpg,4.0,5.0
dataset/kireime-casual/kireime-casual_340.jpg,5.0,4.0
dataset/rock/rock_530.jpg,3.0,2.0
dataset/fairy/fairy_443.jpg,5.0,4.0
dataset/girlish/girlish_882.jpg,4.0,4.0
dataset/gal/gal_935.jpg,5.0,5.0
dataset/feminine/feminine_501.jpg,2.0,4.0
dataset/girlish/girlish_145.jpg,4.0,4.0
dataset/rock/rock_720.jpg,4.0,2.0
dataset/lolita/lolita_168.jpg,4.0,5.0
dataset/street/street_302.jpg,5.0,5.0
dataset/lolita/lolita_379.jpg,4.0,5.0
dataset/gal/gal_566.jpg,4.0,4.0
dataset/retro/retro_457.jpg,4.0,5.0
dataset/conservative/conservative_453.jpg,3.0,2.0
dataset/street/street_241.jpg,4.0,5.0
dataset/lolita/lolita_659.jpg,4.0,5.0
dataset/conservative/conservative_212.jpg,4.0,2.0
dataset/natural/natural_41.jpg,4.0,3.0
dataset/fairy/fairy_432.jpg,3.0,2.0
dataset/rock/rock_566.jpg,5.0,4.0
dataset/fairy/fairy_115.jpg,4.0,3.0
dataset/dressy/dressy_305.jpg,5.0,5.0
