merge_key,semantic,style_fit
dataset/dressy/dressy_809.jpg,5.0,5.0
dataset/retro/retro_515.jpg,5.0,4.0
dataset/conservative/conservative_831.jpg,5.0,2.0
dataset/gal/gal_587.jpg,,
dataset/girlish/girlish_666.jpg,5.0,4.0
dataset/rock/rock_668.jpg,4.0,5.0
dataset/fairy/fairy_173.jpg,4.0,4.0
dataset/retro/retro_155.jpg,5.0,5.0
dataset/street/street_863.jpeg,4.0,4.0
dataset/girlish/girlish_78.jpg,4.0,3.0
dataset/mode/mode_977.jpg,4.0,3.0
dataset/kireime-casual/kireime-casual_879.jpg,5.0,4.0
dataset/kireime-casual/kireime-casual_743.jpg,3.0,2.0
dataset/ethnic/ethnic_388.jpg,4.0,3.0
dataset/kireime-casual/kireime-casual_667.jpg,4.0,5.0
dataset/natural/natural_576.jpg,4.0,5.0
dataset/feminine/feminine_235.jpg,4.0,4.0
dataset/lolita/lolita_49.jpg,4.0,3.0
dataset/mode/mode_209.jpg,5.0,5.0
dataset/dressy/dressy_441.jpg,5.0,5.0
dataset/mode/mode_49.jpg,2.0,4.0
dataset/girlish/girlish_699.jpg,3.0,2.0
dataset/street/street_382.jpg,5.0,5.0
dataset/lolita/lolita_324.jpg,4.0,5.0
dataset/street/street_204.jpg,4.0,4.0
dataset/retro/retro_116.jpg,4.0,3.0
dataset/fairy/fairy_396.jpg,3.0,2.0
dataset/gal/gal_13.jpg,4.0,4.0
dataset/rock/rock_278.jpg,4.0,2.0
dataset/girlish/girlish_940.jpg,3.0,4.0
dataset/street/street_23.jpg,5.0,5.0
dataset/kireime-casual/kireime-casual_526.jpg,3.0,2.0
dataset/ethnic/ethnic_272.jpg,3.0,4.0
dataset/dressy/dressy_63.jpg,4.0,5.0
dataset/natural/natural_470.jpg,4.0,4.0
dataset/street/street_778.jpg,4.0,4.0
dataset/street/street_1006.jpg,5.0,5.0
dataset/mode/mode_424.jpg,2.0,4.0
dataset/feminine/feminine_410.jpg,5.0,5.0
dataset/lolita/lolita_763.jpg,4.0,5.0
dataset/street/street_921.jpg,5.0,5.0
dataset/ethnic/ethnic_165.jpg,4.0,2.0
dataset/retro/retro_771.jpg,5.0,4.0
dataset/fairy/fairy_633.jpg,3.0,2.0
dataset/lolita/lolita_896.jpeg,5.0,5.0
dataset/rock/rock_472.jpg,4.0,3.0
dataset/fairy/fairy_288.jpg,4.0,5.0
dataset/natural/natural_368.jpg,4.0,3.0
dataset/rock/rock_576.jpg,3.0,4.0
dataset/street/street_137.jpg,5.0,5.0
