merge_key,semantic,style_fit
dataset/gal/gal_809.png,4.0,3.0
dataset/dressy/dressy_265.jpg,5.0,5.0
dataset/rock/rock_498.jpg,3.0,4.0
dataset/rock/rock_549.jpg,4.0,3.0
dataset/natural/natural_395.jpg,4.0,4.0
dataset/retro/retro_687.jpg,5.0,4.0
dataset/lolita/lolita_257.jpg,5.0,4.0
dataset/gal/gal_471.jpg,4.0,5.0
dataset/fairy/fairy_343.jpg,4.0,3.0
dataset/girlish/girlish_884.png,4.0,3.0
dataset/ethnic/ethnic_100.jpg,3.0,3.0
dataset/gal/gal_886.jpg,5.0,4.0
dataset/ethnic/ethnic_318.jpg,4.0,3.0
dataset/dressy/dressy_464.jpg,4.0,5.0
dataset/rock/rock_462.jpg,5.0,5.0
dataset/feminine/feminine_634.jpg,4.0,5.0
dataset/rock/rock_283.jpg,3.0,4.0
dataset/street/street_748.jpg,4.0,4.0
dataset/mode/mode_962.jpg,4.0,4.0
dataset/conservative/conservative_370.jpg,4.0,2.0
dataset/feminine/feminine_740.jpg,4.0,5.0
dataset/rock/rock_13.jpg,4.0,5.0
dataset/gal/gal_737.jpg,4.0,4.0
dataset/mode/mode_660.jpg,5.0,5.0
dataset/fairy/fairy_456.jpg,3.0,2.0
dataset/mode/mode_728.jpg,5.0,5.0
dataset/girlish/girlish_772.jpg,4.0,3.0
dataset/natural/natural_407.jpg,5.0,4.0
dataset/dressy/dressy_693.jpg,4.0,4.0
dataset/kireime-casual/kireime-casual_29.jpg,5.0,5.0
dataset/kireime-casual/kireime-casual_257.jpg,5.0,4.0
dataset/ethnic/ethnic_791.jpg,4.0,3.0
dataset/street/street_288.jpg,4.0,3.0
dataset/feminine/feminine_670.jpg,5.0,5.0
dataset/natural/natural_708.jpg,4.0,3.0
dataset/dressy/dressy_586.png,5.0,5.0
dataset/natural/natural_736.jpg,3.0,4.0
dataset/retro/retro_408.jpg,5.0,4.0
dataset/street/street_998.jpg,4.0,4.0
dataset/conservative/conservative_476.jpg,4.0,3.0
dataset/feminine/feminine_692.jpg,5.0,5.0
dataset/retro/retro_564.jpg,3.0,4.0
dataset/mode/mode_504.jpg,4.0,5.0
dataset/lolita/lolita_54.jpg,4.0,4.0
dataset/conservative/conservative_133.jpg,4.0,2.0
dataset/mode/mode_407.jpg,4.0,5.0
dataset/lolita/lolita_1019.jpg,3.0,4.0
dataset/lolita/lolita_1013.jpg,4.0,3.0
dataset/ethnic/ethnic_826.jpg,4.0,5.0
dataset/rock/rock_139.jpg,2.0,4.0
