class,acc,precision,recall,f1
conservative,0.6642335766423357,0.7398373983739838,0.6642335766423357,0.7
dressy,0.9555555555555556,0.9772727272727273,0.9555555555555556,0.9662921348314607
ethnic,0.8372093023255814,0.8372093023255814,0.8372093023255814,0.8372093023255814
fairy,0.9722222222222222,0.8383233532934131,0.9722222222222222,0.9003215434083601
feminine,0.7603305785123967,0.6052631578947368,0.7603305785123967,0.673992673992674
gal,0.7832167832167832,0.7777777777777778,0.7832167832167832,0.7804878048780488
girlish,0.5060240963855421,0.6412213740458015,0.5060240963855421,0.5656565656565656
kireime-casual,0.6645569620253164,0.6521739130434783,0.6645569620253164,0.658307210031348
lolita,0.96875,0.950920245398773,0.96875,0.9597523219814241
mode,0.7735849056603774,0.7151162790697675,0.7735849056603774,0.743202416918429
natural,0.7441860465116279,0.8205128205128205,0.7441860465116279,0.7804878048780488
retro,0.7007874015748031,0.689922480620155,0.7007874015748031,0.6953125
rock,0.7355371900826446,0.7876106194690266,0.7355371900826446,0.7606837606837606
street,0.8235294117647058,0.8456375838926175,0.8235294117647058,0.8344370860927153
