class,acc,precision,recall,f1
conservative,0.7956204379562044,0.5891891891891892,0.7956204379562044,0.6770186335403726
dressy,0.9555555555555556,0.9772727272727273,0.9555555555555556,0.9662921348314607
ethnic,0.8294573643410853,0.8045112781954887,0.8294573643410853,0.816793893129771
fairy,0.951048951048951,0.9006622516556292,0.951048951048951,0.9251700680272109
feminine,0.7768595041322314,0.7401574803149606,0.7768595041322314,0.7580645161290323
gal,0.7202797202797203,0.8512396694214877,0.7202797202797203,0.7803030303030303
girlish,0.7409638554216867,0.5913461538461539,0.7409638554216867,0.6577540106951871
kireime-casual,0.569620253164557,0.5660377358490566,0.569620253164557,0.5678233438485805
lolita,0.9559748427672956,0.9559748427672956,0.9559748427672956,0.9559748427672956
mode,0.7861635220125787,0.7861635220125787,0.7861635220125787,0.7861635220125787
natural,0.751937984496124,0.8151260504201681,0.751937984496124,0.782258064516129
retro,0.5275590551181102,0.7976190476190477,0.5275590551181102,0.6350710900473934
rock,0.6721311475409836,0.8913043478260869,0.6721311475409836,0.7663551401869159
street,0.8246753246753247,0.8300653594771242,0.8246753246753247,0.8273615635179153
