class,acc,precision,recall,f1
conservative,0.6739130434782609,0.7045454545454546,0.6739130434782609,0.6888888888888889
dressy,0.9477611940298507,0.9407407407407408,0.9477611940298507,0.9442379182156134
ethnic,0.8062015503875969,0.7761194029850746,0.8062015503875969,0.7908745247148289
fairy,0.8951048951048951,0.8951048951048951,0.8951048951048951,0.8951048951048951
feminine,0.8347107438016529,0.6688741721854304,0.8347107438016529,0.7426470588235294
gal,0.8321678321678322,0.6761363636363636,0.8321678321678322,0.7460815047021944
girlish,0.5060240963855421,0.6614173228346457,0.5060240963855421,0.5733788395904437
kireime-casual,0.7531645569620253,0.5509259259259259,0.7531645569620253,0.6363636363636364
lolita,0.88125,0.9724137931034482,0.88125,0.9245901639344263
mode,0.6792452830188679,0.8244274809160306,0.6792452830188679,0.7448275862068966
natural,0.6201550387596899,0.9523809523809523,0.6201550387596899,0.7511737089201878
retro,0.7244094488188977,0.8070175438596491,0.7244094488188977,0.7634854771784232
rock,0.8360655737704918,0.7391304347826086,0.8360655737704918,0.7846153846153846
street,0.8627450980392157,0.8461538461538461,0.8627450980392157,0.8543689320388349
